listing_id,price,property_size_sqft,bedroom,bathroom,parking_lot,facilities_count,has_school,has_mall,has_hospital,has_railway,has_bus_stop,has_park,has_highway,completion_year,property_age,number_of_floors,total_units,description_length,has_swimming_pool,has_security,has_lift,has_gym,has_playground,is_furnished,is_renovated,property_type,tenure_type,land_title,floor_range,state,building_name,developer,city
103340846,135000,1010.0,3.0,2.0,1.0,0,0,0,0,0,0,0,0,,,,,533.0,0,0,0,0,0,0,0,Apartment,Leasehold,Non Bumi Lot,Low,Sarawak,Synergy Square,Unknown,Kuching
102890567,148000,1101.0,3.0,2.0,1.0,0,0,0,0,0,0,0,0,,,,,533.0,0,0,0,0,0,0,0,Flat,Leasehold,Non Bumi Lot,Unknown,Sarawak,Matang Jaya,Unknown,Kuching
103356373,165000,548.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,,,,,556.0,0,0,0,0,0,0,0,Service Residence,Leasehold,Non Bumi Lot,Unknown,Sarawak,Papillon Street Mall,MJC City Development Sdn Bhd,Kuching
102624135,295000,856.0,3.0,2.0,1.0,2,0,0,0,0,0,0,0,,,4.0,40.0,818.0,1,1,0,0,0,1,0,Apartment,Freehold,Non Bumi Lot,Medium,Kuala Lumpur,Pesona Villa (Taman Melawati),Unknown,Kuala Lumpur
101979448,250000,633.0,3.0,2.0,1.0,2,0,0,0,0,0,0,0,,,4.0,,378.0,0,1,0,0,0,0,0,Apartment,Leasehold,Non Bumi Lot,Unknown,Sarawak,Samajaya Apartment,Unknown,Kuching
103800186,355000,1173.0,3.0,2.0,1.0,5,1,1,0,0,1,1,0,,,15.0,,1058.0,1,1,0,0,1,0,0,Condominium,Leasehold,Bumi Lot,Low,Selangor,Sri Mahligai,Unknown,Shah Alam
102470557,1450000,1200.0,3.0,2.0,2.0,7,0,0,0,0,0,0,0,2022.0,4.0,,450.0,404.0,1,1,1,1,1,0,0,Condominium,Freehold,Non Bumi Lot,Medium,Penang,Queens Residences @ Queens Waterfront,Ideal Property Group,Bayan Lepas
101058327,345000,786.0,3.0,2.0,1.0,8,0,0,0,0,0,0,0,2007.0,19.0,22.0,816.0,510.0,1,1,0,1,1,0,1,Condominium,Freehold,Non Bumi Lot,High,Penang,Asia Heights,Asia Green Group,Ayer Itam
102858673,288000,654.0,3.0,1.0,1.0,0,0,0,0,0,0,0,0,2014.0,12.0,38.0,554.0,573.0,0,0,0,0,0,1,0,Apartment,Freehold,Non Bumi Lot,High,Penang,Taman Bukit Erskine,Ivory Properties Group Sdn Bhd,Tanjong Tokong
103171068,328000,1442.0,4.0,3.0,1.0,0,0,0,0,0,0,0,0,,,,,598.0,0,0,0,0,0,0,0,Condominium,Freehold,Non Bumi Lot,Unknown,Perak,Crystal Creek Resort,AM-EL Group,Taiping
101620117,150000,667.0,3.0,1.0,1.0,0,0,0,0,0,0,0,0,,,,,677.0,0,0,0,0,0,0,0,Apartment,Freehold,Bumi Lot,Unknown,Selangor,Pangsapuri Seri Jati,Unknown,Puchong
99466790,160000,670.0,3.0,2.0,1.0,1,0,0,0,0,0,0,0,,,5.0,950.0,770.0,0,1,0,0,0,0,1,Flat,Freehold,Non Bumi Lot,Unknown,Selangor,Sri Begonia,Unknown,Puchong
103800023,530000,1207.0,3.0,2.0,1.0,8,1,0,0,0,1,1,0,2013.0,13.0,18.0,250.0,996.0,1,1,1,0,1,1,0,Service Residence,Leasehold,Bumi Lot,Medium,Kuala Lumpur,Astana Lumayan,Danau Lumayan Sdn Bhd,Kuala Lumpur
101051045,750000,1173.0,3.0,2.0,2.0,9,1,1,0,1,0,1,0,2022.0,4.0,26.0,727.0,1055.0,1,1,1,1,1,1,0,Condominium,Leasehold,Non Bumi Lot,Medium,Selangor,AraTre' Residences,Puncakdana Development Sdn Bhd,Petaling Jaya
103133327,230000,680.0,3.0,1.0,1.0,3,0,0,0,0,0,0,0,,,,,377.0,0,0,1,0,1,0,1,Apartment,Freehold,Non Bumi Lot,Unknown,Penang,Dafe Court,Unknown,Bukit Jambul
103427084,400000,1386.0,4.0,3.0,2.0,12,0,0,0,0,0,0,0,2013.0,13.0,20.0,899.0,923.0,1,1,1,1,1,1,1,Condominium,Leasehold,Non Bumi Lot,Unknown,Selangor,One Damansara,MK Land Holdings,Petaling Jaya
103604739,250000,882.0,3.0,2.0,1.0,7,0,0,0,0,0,0,0,1996.0,30.0,31.0,360.0,412.0,1,1,1,1,1,0,1,Condominium,Freehold,Non Bumi Lot,Low,Penang,Bukit Awana Condominium,Unknown,Ayer Itam
103345702,1818000,2300.0,4.0,4.0,2.0,9,0,0,0,0,0,0,0,1999.0,27.0,22.0,79.0,384.0,1,1,1,1,1,0,0,Condominium,Freehold,Non Bumi Lot,Low,Penang,Sri Golden Bay,giant resorts (tanjung) sdn bhd,Tanjung Bungah
93105447,319000,850.0,3.0,2.0,2.0,3,0,0,0,0,0,0,0,,,,960.0,2125.0,0,1,0,0,0,1,0,Apartment,Freehold,Bumi Lot,High,Selangor,Masreca n19eteen (Masreca-19),Sterling Group,Cyberjaya
102732863,275000,850.0,3.0,2.0,1.0,0,0,0,0,0,0,0,0,2008.0,18.0,16.0,196.0,926.0,0,0,0,0,0,0,0,Apartment,Leasehold,Bumi Lot,Medium,Johor,Kipark,KIP Group,Johor Bahru
101691323,340000,989.0,3.0,2.0,1.0,2,0,0,0,0,0,0,0,2017.0,9.0,2.0,669.0,1168.0,0,0,0,0,0,1,0,Service Residence,Freehold,Non Bumi Lot,Medium,Selangor,Almyra Residences,IOI Properties Group Berhad,Bangi
92444547,140000,810.0,3.0,2.0,1.0,0,0,0,0,0,0,0,0,,,,,334.0,0,0,0,0,0,0,1,Flat,Leasehold,Bumi Lot,Medium,Selangor,Taman Impian Warisan Flat,Unknown,Hulu Langat
102892183,399000,708.0,2.0,2.0,1.0,7,0,0,0,0,0,0,0,2014.0,12.0,,177.0,98.0,1,1,0,1,1,0,0,Condominium,Freehold,Non Bumi Lot,Medium,Pahang,"Swiss-Garden Resort Residences, Kuantan",Swiss Garden Group,Kuantan
102866510,275000,799.0,2.0,2.0,1.0,0,0,0,0,0,0,0,0,,,,,113.0,0,0,0,0,0,0,0,Apartment,Freehold,Non Bumi Lot,Medium,Terengganu,Baiduri Apartment (Kijal),Unknown,Kijal
102834051,270000,768.0,1.0,1.0,1.0,10,0,0,0,0,0,0,0,,,,,155.0,1,1,1,1,1,0,0,Apartment,Leasehold,Non Bumi Lot,Low,Pahang,Kuantan Tembeling Resort,Unknown,Kuantan
103800047,263000,600.0,3.0,1.0,2.0,4,1,1,0,0,0,0,0,,,,,707.0,0,0,0,0,1,0,1,Apartment,Leasehold,Bumi Lot,Medium,Kuala Lumpur,Kelumpuk Melati,Unknown,Kuala Lumpur
102490710,272000,777.0,1.0,1.0,2.0,12,0,0,0,0,0,0,0,2016.0,10.0,21.0,336.0,2493.0,1,1,1,1,1,0,0,Condominium,Leasehold,Non Bumi Lot,Medium,Selangor,Simfoni 1,SSH Group,Semenyih
101998454,520000,1258.0,3.0,2.0,1.0,7,0,0,0,0,0,0,0,2007.0,19.0,16.0,529.0,548.0,1,1,1,1,1,1,1,Condominium,Freehold,Non Bumi Lot,Low,Penang,Regency Heights Condo,Palmex Industries Sdn Bhd (IOI Group),Sungai Ara
100891027,300000,610.0,1.0,1.0,1.0,10,1,0,0,1,1,1,1,2009.0,17.0,19.0,312.0,859.0,1,1,1,1,1,1,0,Condominium,Leasehold,Non Bumi Lot,Unknown,Kuala Lumpur,Pertama Residency,Evolusi Bina (a subsidiary of SM Land Group),Kuala Lumpur
103799861,225000,657.0,3.0,1.0,1.0,0,0,0,0,0,0,0,0,,,5.0,,313.0,0,0,0,0,0,0,0,Apartment,Freehold,Bumi Lot,Low,Selangor,Pangsapuri Seroja @ Setia Alam,Unknown,Shah Alam
103799972,400000,792.0,2.0,2.0,1.0,11,0,0,0,0,0,1,0,2018.0,8.0,,280.0,708.0,1,1,1,1,1,1,0,Service Residence,Freehold,Non Bumi Lot,Unknown,Selangor,Gravit8,Mitraland Group,Port Klang
103799949,239000,603.0,3.0,1.0,1.0,3,1,1,0,1,1,1,0,,,,,652.0,0,0,1,0,0,0,0,Apartment,Leasehold,Non Bumi Lot,High,Kuala Lumpur,Putra Ria Apartment,Unknown,Kuala Lumpur
103799934,268000,906.0,3.0,2.0,1.0,8,0,0,0,0,0,0,0,2006.0,20.0,21.0,565.0,778.0,1,1,0,1,1,1,0,Apartment,Leasehold,Non Bumi Lot,Medium,Johor,Bayu Puteri 3,Must Ehsan Development Sdn Bhd,Johor Bahru
103647935,168000,700.0,2.0,1.0,1.0,0,1,0,0,0,0,1,0,,,,,245.0,0,0,0,0,0,0,0,Apartment,Freehold,Non Bumi Lot,Low,Kuala Lumpur,Taman Desa Cheras,Unknown,Kuala Lumpur
102523624,288000,464.0,1.0,1.0,1.0,8,1,1,1,0,1,1,0,,,43.0,956.0,1199.0,1,1,1,1,1,1,0,Condominium,Freehold,Non Bumi Lot,Medium,Selangor,i-Soho @ i-City,i-Berhad,Shah Alam
96037286,350000,1009.0,3.0,2.0,2.0,11,1,0,0,0,1,1,0,2017.0,9.0,36.0,1338.0,796.0,1,1,1,1,1,0,0,Service Residence,Leasehold,Non Bumi Lot,High,Kuala Lumpur,Maxim Citilights,Meridian Maxim Sdn Bhd,Kuala Lumpur
103743921,190000,656.0,3.0,2.0,1.0,4,0,0,0,0,0,0,0,,,,,473.0,0,0,0,0,1,0,0,Apartment,Freehold,Non Bumi Lot,High,Selangor,Pangsapuri Palma Botanik,Unknown,Klang
103799785,290000,850.0,3.0,2.0,1.0,4,1,0,0,0,0,0,0,2005.0,21.0,7.0,120.0,1268.0,0,1,0,0,1,0,0,Apartment,Leasehold,Non Bumi Lot,Medium,Selangor,Seri Galaksi Apartment,Unknown,Shah Alam
103799775,900000,1432.0,3.0,2.0,1.0,10,0,0,0,0,0,0,0,,,,684.0,375.0,1,1,1,1,1,0,0,Condominium,Freehold,Non Bumi Lot,High,Sarawak,Tribeca,Unknown,Kuching
103138503,350000,1080.0,3.0,2.0,2.0,6,0,0,0,0,0,0,0,,,12.0,,512.0,1,1,1,0,1,0,1,Apartment,Freehold,Non Bumi Lot,Medium,Penang,Taman Kumbar Permai,Unknown,Teluk Kumbar
103799888,355000,614.0,1.0,1.0,1.0,7,0,0,0,0,0,0,0,2015.0,11.0,11.0,488.0,335.0,1,1,1,1,1,0,1,Condominium,Freehold,Non Bumi Lot,Low,Johor,Impiana @ East Ledang,UEM Sunrise Berhad,Iskandar Puteri
102636168,395000,810.0,2.0,2.0,1.0,10,0,0,0,0,0,0,0,2004.0,22.0,27.0,,413.0,1,1,1,1,1,0,1,Condominium,Freehold,Non Bumi Lot,Unknown,Penang,Coastal Tower,Taman Ratu Sdn Bhd,Tanjung Bungah
102912123,400000,422.0,1.0,1.0,2.0,5,0,0,0,0,0,0,0,2018.0,8.0,,,168.0,1,1,1,1,0,0,0,Service Residence,Leasehold,Non Bumi Lot,Medium,Pahang,Kuantan Waterfront Resort City,Bina Puri Holdings Bhd,Kuantan
102090875,198000,743.0,3.0,2.0,1.0,3,0,0,0,0,0,0,0,2009.0,17.0,13.0,,769.0,0,1,0,0,1,0,0,Apartment,Leasehold,Bumi Lot,Medium,Johor,Larkin Idaman Apartment,Unknown,Johor Bahru
96926980,345000,430.0,2.0,2.0,1.0,1,1,1,1,1,1,1,0,2021.0,5.0,,,855.0,0,0,0,0,0,0,0,Service Residence,Freehold,Non Bumi Lot,Unknown,Kuala Lumpur,Neu Suites,Titijaya Land Berhad,Kuala Lumpur
94156074,400000,979.0,3.0,2.0,2.0,7,1,1,0,1,1,1,0,2015.0,11.0,24.0,675.0,742.0,1,1,0,1,1,1,0,Service Residence,Leasehold,Non Bumi Lot,Unknown,Selangor,Univ 360 Place,F3 Capital,Seri Kembangan
103605804,207000,1022.0,3.0,2.0,1.0,0,0,0,0,0,0,0,0,,,,,366.0,0,0,0,0,0,0,0,Condominium,Freehold,Non Bumi Lot,Unknown,Selangor,Idaman Abadi Tropicana Heights,Unknown,Kajang
95804478,580000,1349.0,3.0,1.0,1.0,8,0,0,0,0,0,0,0,,,,,579.0,1,1,1,1,1,1,0,Condominium,Freehold,Non Bumi Lot,Unknown,Unknown,Unknown,Unknown,Unknown
99993197,485000,1100.0,3.0,2.0,1.0,9,0,0,0,0,0,0,0,,,,109.0,585.0,1,1,1,1,1,0,0,Condominium,Leasehold,Non Bumi Lot,Medium,Sabah,One Sulaman,Unknown,Kota Kinabalu
100997471,295000,738.0,3.0,2.0,1.0,5,0,0,0,0,0,0,0,,,,,585.0,1,1,0,0,1,1,0,Apartment,Leasehold,Non Bumi Lot,Low,Sabah,Millennium Residency,Unknown,Kota Kinabalu
101332667,170000,810.0,3.0,2.0,1.0,2,0,0,0,0,0,0,0,,,,,320.0,0,0,0,0,1,0,0,Flat,Leasehold,Bumi Lot,Medium,Selangor,Taman Impian Warisan Flat,Unknown,Hulu Langat
103571765,205000,786.0,3.0,2.0,1.0,0,1,0,0,0,0,1,0,,,,,939.0,0,0,0,0,0,0,0,Apartment,Freehold,Non Bumi Lot,Medium,Selangor,Seri Palma,Unknown,Shah Alam
103179658,128000,657.0,3.0,2.0,1.0,0,1,0,1,0,0,1,0,,,5.0,,1064.0,0,0,0,0,0,0,0,Flat,Freehold,Non Bumi Lot,Low,Selangor,Sri Angkasa Apartment (Klang),Unknown,Klang
103169616,115000,657.0,3.0,2.0,1.0,0,1,0,1,0,0,1,0,,,5.0,,1034.0,0,0,0,0,0,0,0,Flat,Freehold,Non Bumi Lot,Medium,Selangor,Sri Angkasa Apartment (Klang),Unknown,Klang
98421954,270000,850.0,3.0,2.0,1.0,7,0,0,0,0,0,0,0,,,,,761.0,0,1,1,0,1,0,0,Apartment,Freehold,Bumi Lot,Low,Selangor,Vista Seri Putra Apartments,UMLand,Bangi
103690827,499000,1200.0,3.0,3.0,2.0,14,0,0,0,0,0,0,0,,,,,592.0,1,1,1,1,1,1,0,Condominium,Freehold,Non Bumi Lot,High,Putrajaya,Putrajaya,Unknown,Putrajaya
103799666,318000,973.0,3.0,2.0,1.0,5,0,0,0,0,0,0,0,2015.0,11.0,,352.0,481.0,1,1,0,1,1,1,0,Condominium,Leasehold,Non Bumi Lot,Medium,Johor,Scott Towers @ Larkin JB,Andaman Group,Johor Bahru
99994813,450000,870.0,3.0,2.0,2.0,9,0,0,0,0,0,0,0,2016.0,10.0,29.0,391.0,583.0,1,1,1,1,1,1,0,Service Residence,Leasehold,Non Bumi Lot,Medium,Sabah,Ashton Tower,SCP Group,Kota Kinabalu
102919558,500000,1066.0,2.0,2.0,1.0,0,0,0,0,0,0,0,0,,,,,520.0,0,0,0,0,0,1,0,Service Residence,Leasehold,Non Bumi Lot,Medium,Sabah,Elemen Utara KK,Unknown,Kota Kinabalu
103721778,260000,732.0,1.0,1.0,1.0,8,0,0,0,0,0,0,0,2000.0,26.0,18.0,752.0,269.0,1,1,1,1,1,0,0,Condominium,Freehold,Non Bumi Lot,Medium,Kuala Lumpur,Endah Ria,Soon Tiek Development & PJ Development,Kuala Lumpur
103799725,340000,850.0,3.0,2.0,2.0,5,1,0,0,0,1,0,0,,,15.0,,1087.0,0,1,1,0,1,1,0,Apartment,Leasehold,Non Bumi Lot,Medium,Selangor,Seri Atria,Worldwide Holdings,Shah Alam
103799624,119000,650.0,3.0,2.0,1.0,5,0,0,0,0,0,0,0,,,,,642.0,0,1,0,0,1,0,0,Flat,Leasehold,Bumi Lot,High,Selangor,Flat Pangsa Impian,Unknown,Bandar Saujana Putra
103799634,370000,858.0,3.0,2.0,1.0,6,1,1,1,1,0,1,0,2007.0,19.0,24.0,299.0,1241.0,1,1,0,0,1,1,1,Apartment,Leasehold,Non Bumi Lot,Medium,Selangor,Permai Puteri,Permai Syukur Sdn. Bhd.,Ampang
103799710,430000,1039.0,3.0,2.0,1.0,4,1,1,0,1,1,1,0,,,5.0,,1171.0,0,1,0,0,1,0,0,Apartment,Freehold,Non Bumi Lot,Low,Selangor,Goodyear Court 8,Bina Goodyear Group,Subang Jaya
103476754,250000,750.0,3.0,2.0,1.0,0,0,0,0,0,0,0,0,,,5.0,,313.0,0,0,0,0,0,0,1,Apartment,Freehold,Non Bumi Lot,High,Selangor,Pangsapuri Sri Kemuning,Unknown,Shah Alam
103729670,260000,750.0,3.0,2.0,1.0,0,0,0,0,0,0,0,0,,,5.0,,312.0,0,0,0,0,0,0,1,Apartment,Freehold,Non Bumi Lot,Low,Selangor,Pangsapuri Sri Kemuning,Unknown,Shah Alam
103435998,175000,750.0,3.0,2.0,1.0,0,0,0,0,0,0,0,0,,,5.0,,298.0,0,0,0,0,0,0,0,Apartment,Freehold,Non Bumi Lot,High,Selangor,Pangsapuri Sri Kemuning,Unknown,Shah Alam
102131418,210000,816.0,3.0,2.0,1.0,3,0,0,0,0,0,0,0,,,,,660.0,0,0,1,0,1,0,0,Apartment,Leasehold,Bumi Lot,Medium,Selangor,Taman Tun Teja,Unknown,Rawang
94769062,206500,688.0,2.0,1.0,1.0,0,0,0,0,0,0,0,0,,,,,747.0,0,0,0,0,0,0,0,Service Residence,Freehold,Non Bumi Lot,Medium,Melaka,Ambience Residence,Unknown,Klebang
103715387,218000,650.0,3.0,2.0,1.0,3,0,0,0,0,0,0,0,,,,,373.0,0,1,1,0,0,1,0,Apartment,Leasehold,Non Bumi Lot,Unknown,Penang,Idaman Seroja,Koperasi Tunas Muda,Sungai Ara
103248527,770000,1345.0,4.0,2.0,2.0,12,0,0,0,0,0,0,0,2016.0,10.0,17.0,91.0,261.0,1,1,1,1,1,0,0,Condominium,Freehold,Non Bumi Lot,Unknown,Penang,Straits Garden Residence @ Jelutong,Tambun Indah Land Berhad,Jelutong
103622587,220000,590.0,2.0,1.0,1.0,3,0,0,0,0,0,0,0,,,,,359.0,0,0,0,0,0,0,1,Flat,Freehold,Non Bumi Lot,Unknown,Penang,Taman Lip Sin Block 33 & 35,Unknown,Bayan Lepas
98061891,235000,450.0,2.0,1.0,1.0,11,0,0,0,0,0,0,0,,,,,405.0,1,1,1,1,1,0,0,Condominium,Leasehold,Non Bumi Lot,Medium,Unknown,Unknown,Unknown,Unknown
102605802,477100,600.0,2.0,1.0,1.0,14,1,0,0,0,1,1,0,2009.0,17.0,22.0,800.0,519.0,1,1,1,1,1,0,0,Studio,Leasehold,Non Bumi Lot,Medium,Kuala Lumpur,Solaris Dutamas,UEM Sunrise Berhad,Kuala Lumpur
102992622,790000,1800.0,4.0,3.0,3.0,14,0,0,0,0,0,0,0,,,,,345.0,1,1,1,1,1,0,0,Duplex,Leasehold,Non Bumi Lot,Medium,Kuala Lumpur,Solaris Duplex Suites KL Mont Kiara,Unknown,Kuala Lumpur
101332733,180000,810.0,3.0,2.0,1.0,3,0,0,0,0,0,0,0,,,,,319.0,0,0,0,0,1,0,0,Flat,Leasehold,Bumi Lot,Low,Selangor,Taman Impian Warisan Flat,Unknown,Hulu Langat
99829674,250000,853.0,3.0,2.0,2.0,5,0,0,0,0,0,0,0,2016.0,10.0,,,705.0,0,1,1,0,1,0,0,Apartment,Freehold,Bumi Lot,High,Selangor,Casa Dahlia,Oriental Interest Bhd,Sepang
103677020,135000,678.0,3.0,2.0,1.0,0,0,0,0,0,0,0,0,,,,,707.0,0,0,0,0,0,0,1,Flat,Freehold,Bumi Lot,Medium,Selangor,Bandar Teknologi Kajang Flat,Unknown,Semenyih
101332527,275000,853.0,3.0,2.0,2.0,6,0,0,0,0,0,0,0,2016.0,10.0,,,394.0,0,1,1,0,1,0,1,Apartment,Freehold,Bumi Lot,Medium,Selangor,Casa Dahlia,Oriental Interest Bhd,Sepang
102134644,165000,650.0,3.0,1.0,1.0,1,0,0,1,1,0,1,0,,,5.0,,711.0,0,0,0,0,1,0,0,Flat,Leasehold,Non Bumi Lot,High,Selangor,Pandan Indah Flat (Rumah Pangsa 610),Unknown,Ampang
102891064,390000,905.0,3.0,2.0,1.0,2,0,0,0,0,0,0,0,1999.0,27.0,5.0,20.0,399.0,0,0,1,0,0,1,0,Apartment,Freehold,Non Bumi Lot,Medium,Penang,Jambul Court,Unknown,Bukit Jambul
103799520,235000,966.0,3.0,2.0,1.0,0,0,0,0,0,0,0,0,,,,,526.0,0,0,0,0,0,1,0,Apartment,Leasehold,Non Bumi Lot,Low,Johor,Taman Desa Kempas,Unknown,Tampoi
102860101,380000,956.0,3.0,2.0,1.0,14,0,0,0,0,0,0,0,,,19.0,392.0,1102.0,1,1,1,1,1,0,1,Condominium,Freehold,Bumi Lot,High,Selangor,Villa Park,VILLAMAS GROUP OF COMPANIES,Seri Kembangan
103799518,420000,700.0,3.0,2.0,1.0,5,0,0,0,0,0,0,0,2000.0,26.0,12.0,,117.0,0,1,1,0,1,1,1,Apartment,Freehold,Non Bumi Lot,Medium,Penang,Taman Lembah Hijau Block 3,Unknown,George Town
103799498,450000,850.0,2.0,2.0,1.0,9,0,0,0,0,0,0,0,,,,,200.0,1,1,1,1,1,0,0,Apartment,Freehold,Bumi Lot,Medium,Johor,D’lagoon Luxury apartment by The Lake,Unknown,Tebrau
103799494,420000,975.0,3.0,2.0,2.0,10,0,0,0,0,0,0,0,2013.0,13.0,29.0,372.0,306.0,1,1,1,1,1,0,0,Condominium,Freehold,Non Bumi Lot,Medium,Selangor,Mutiara Ville @ Cyberjaya,Seri Mutiara Development Sdn Bhd,Cyberjaya
98058544,160000,606.0,3.0,1.0,1.0,2,0,0,0,0,0,0,0,,,,,18.0,0,1,0,0,0,0,0,Apartment,Leasehold,Bumi Lot,High,Selangor,Rista Villa Apartment,Unknown,Puchong
102033548,215000,657.0,3.0,2.0,1.0,1,1,0,0,1,1,1,0,,,,,649.0,0,0,0,0,1,0,0,Flat,Leasehold,Non Bumi Lot,Medium,Kuala Lumpur,Bandar Tasik Selatan (Low Cost),Unknown,Kuala Lumpur
103799441,250000,860.0,3.0,2.0,1.0,3,0,0,0,0,1,1,0,,,5.0,,602.0,0,1,0,0,1,0,0,Condominium,Freehold,Non Bumi Lot,High,Selangor,Pangsapuri Cendana,Unknown,Shah Alam
103799200,295000,1000.0,4.0,2.0,1.0,6,0,0,0,0,0,0,0,,,,,1358.0,1,1,1,0,1,1,0,Apartment,Freehold,Non Bumi Lot,Low,Johor,Nusa Perdana Service Apartment,Unknown,Gelang Patah
103799199,520000,1165.0,3.0,2.0,2.0,10,0,0,0,0,0,0,0,2021.0,5.0,,406.0,718.0,1,1,1,1,1,1,1,Condominium,Freehold,Non Bumi Lot,Unknown,Penang,The Golden Triangle,GSV Development Sdn Bhd,Relau
103799194,125000,775.0,3.0,2.0,1.0,1,0,0,0,0,0,0,0,,,,,538.0,0,1,0,0,0,0,0,Flat,Leasehold,Bumi Lot,Medium,Selangor,Pangsapuri Kajang Perdana,Unknown,Kajang
103799413,350000,1000.0,3.0,2.0,2.0,4,1,0,0,0,0,0,0,,,16.0,,644.0,1,1,0,0,0,0,1,Apartment,Freehold,Bumi Lot,Medium,Selangor,Pangsapuri Seruling,Sime Darby Property Bhd,Bandar Bukit Raja
103799391,200000,721.0,3.0,1.0,1.0,4,0,0,0,0,0,0,0,,,,,521.0,0,0,1,0,1,1,0,Apartment,Freehold,Bumi Lot,Medium,Negeri Sembilan,Desa Jati Apartment,Unknown,Nilai
103799389,180000,775.0,3.0,2.0,1.0,4,0,0,0,0,0,0,0,,,7.0,,194.0,1,1,1,0,0,0,0,Apartment,Leasehold,Non Bumi Lot,Medium,Melaka,Kiara Apartment,Unknown,Bukit Baru
103799170,470000,975.0,3.0,2.0,2.0,8,1,0,0,0,0,0,0,2018.0,8.0,42.0,916.0,464.0,1,1,1,1,1,0,0,Service Residence,Leasehold,Non Bumi Lot,Unknown,Selangor,LakePark Residence @ KL North,JL99 Group,Selayang
103799168,663000,1382.0,3.0,2.0,3.0,8,0,0,0,0,0,0,0,2018.0,8.0,,224.0,593.0,1,1,1,1,1,1,0,Duplex,Freehold,Non Bumi Lot,Unknown,Selangor,Amanja Semi-D Suites,Engtex Properties Sdn Bhd,Bandar Sri Damansara
103799162,928000,1508.0,4.0,3.0,2.0,0,0,0,0,0,0,0,0,,,,,350.0,0,0,0,0,0,1,0,Condominium,Freehold,Non Bumi Lot,Unknown,Kuala Lumpur,KM 1 West,Unknown,Kuala Lumpur
103799160,560000,958.0,3.0,2.0,2.0,0,1,1,0,0,1,1,1,2019.0,7.0,45.0,2509.0,773.0,0,0,0,0,0,1,0,Service Residence,Freehold,Non Bumi Lot,Unknown,Kuala Lumpur,United Point Residence @ North Kiara,UOA Group,Kuala Lumpur
103799156,320000,1133.0,3.0,2.0,1.0,7,0,0,0,0,0,0,0,2006.0,20.0,5.0,414.0,472.0,1,1,1,1,1,0,1,Apartment,Leasehold,Non Bumi Lot,Unknown,Selangor,Andari Townvilla,Dergahayu Sdn Bhd,Gombak
103799362,200000,850.0,3.0,2.0,1.0,3,0,0,0,0,0,0,0,,,,,43.0,0,1,1,0,0,0,0,Apartment,Leasehold,Non Bumi Lot,High,Sabah,Taman Permata Apartment (Blok A),Unknown,Sandakan
103799357,580000,1695.0,4.0,3.0,3.0,7,1,1,0,1,0,1,0,2000.0,26.0,11.0,1240.0,782.0,0,1,1,0,1,0,0,Condominium,Freehold,Non Bumi Lot,High,Kuala Lumpur,Arena Green,Berjaya Land,Kuala Lumpur
103799354,330000,850.0,3.0,2.0,2.0,13,0,0,0,0,0,0,0,,,,,687.0,1,1,1,1,1,1,0,Apartment,Freehold,Non Bumi Lot,Medium,Negeri Sembilan,Glory Beach Resort Apartment,Unknown,Port Dickson
103799353,260000,750.0,3.0,2.0,1.0,0,0,0,0,0,0,0,0,,,,,383.0,0,0,0,0,0,0,0,Apartment,Freehold,Non Bumi Lot,Medium,Selangor,De Cendana,Unknown,Setia Alam
101156289,105000,660.0,3.0,2.0,1.0,0,0,0,0,0,0,0,0,,,,,742.0,0,0,0,0,0,0,0,Apartment,Leasehold,Bumi Lot,Unknown,Selangor,Ghazal,Unknown,Balakong
103799341,480000,1000.0,3.0,2.0,2.0,12,0,0,0,0,0,0,0,2020.0,6.0,,,873.0,1,1,1,1,1,0,0,Apartment,Freehold,Non Bumi Lot,Low,Penang,The Rise Collection 3,Zubicon Sdn. Bhd.,George Town
103799336,460000,1181.0,4.0,2.0,2.0,9,1,1,0,1,1,1,0,2010.0,16.0,18.0,608.0,596.0,1,1,1,1,1,0,0,Condominium,Leasehold,Bumi Lot,Low,Kuala Lumpur,Casa Idaman,Billion Horizon Sdn Bhd,Kuala Lumpur
100094465,490000,1300.0,3.0,2.0,1.0,5,1,0,0,1,1,1,0,2008.0,18.0,20.0,1400.0,1067.0,1,1,0,1,1,1,0,Condominium,Freehold,Non Bumi Lot,Unknown,Kuala Lumpur,Seri Maya,Tan & Tan Developments Berhad,Kuala Lumpur
103153518,565000,1095.0,3.0,2.0,1.0,7,0,0,0,0,0,0,0,2016.0,10.0,38.0,434.0,595.0,1,1,0,1,1,1,1,Condominium,Freehold,Non Bumi Lot,Medium,Penang,Setia Pinnacle,Setia Promenade Sdn Bhd (SP Setia),Sungai Ara
103799292,525000,1050.0,2.0,2.0,2.0,11,0,0,0,0,0,0,0,2017.0,9.0,40.0,1360.0,18.0,1,1,1,1,1,0,0,Service Residence,Leasehold,Non Bumi Lot,High,Melaka,Atlantis Residences,Telandan Setia Sdn Bhd,Melaka Tengah
103799289,525000,1050.0,2.0,2.0,2.0,11,0,0,0,0,0,0,0,2017.0,9.0,40.0,1360.0,39.0,1,1,1,1,1,0,0,Service Residence,Leasehold,Non Bumi Lot,High,Melaka,Atlantis Residences,Telandan Setia Sdn Bhd,Melaka Tengah
