price,property_size_sqft,bedroom,bathroom,parking_lot,facilities_count,has_school,has_mall,has_hospital,has_railway,has_bus_stop,has_park,has_highway,completion_year,number_of_floors,total_units,property_type,tenure_type,land_title,floor_range,state,city
550000,1116.0,3.0,2.0,1.0,7,0,0,0,0,0,0,0,2010.0,38.0,,Condominium,Leasehold,Non Bumi Lot,Unknown,Penang,Gelugor
560000,1052.0,3.0,2.0,1.0,7,0,0,0,0,0,0,0,2010.0,38.0,,Condominium,Leasehold,Non Bumi Lot,Unknown,Penang,Gelugor
600000,1349.0,4.0,2.0,1.0,6,0,0,0,0,0,0,0,,,,Condominium,Leasehold,Non Bumi Lot,Low,Sabah,Kota Kinabalu
255000,850.0,3.0,2.0,1.0,8,0,0,0,0,0,0,0,,12.0,1012.0,Apartment,Leasehold,Non Bumi Lot,Low,Sabah,Penampang
510000,1100.0,3.0,2.0,2.0,0,0,0,0,0,0,0,0,2001.0,31.0,360.0,Apartment,Freehold,Non Bumi Lot,Unknown,Penang,Jelutong
288000,1000.0,3.0,2.0,1.0,0,0,0,0,0,0,0,0,,,,Apartment,Freehold,Non Bumi Lot,Medium,Johor,Johor Bahru
1750000,1830.0,5.0,4.0,2.0,14,0,0,0,0,0,0,0,2017.0,31.0,621.0,Condominium,Freehold,Non Bumi Lot,High,Kuala Lumpur,Kuala Lumpur
1850000,1830.0,5.0,4.0,2.0,14,0,0,0,0,0,0,0,2017.0,31.0,621.0,Condominium,Freehold,Non Bumi Lot,Low,Kuala Lumpur,Kuala Lumpur
265000,730.0,3.0,2.0,1.0,3,0,0,0,0,0,0,0,1992.0,17.0,3.0,Apartment,Leasehold,Non Bumi Lot,Unknown,Penang,Ayer Itam
270000,700.0,3.0,2.0,1.0,3,0,0,0,0,0,0,0,1995.0,11.0,100.0,Apartment,Freehold,Non Bumi Lot,Unknown,Penang,Ayer Itam
280000,700.0,3.0,2.0,1.0,3,0,0,0,0,0,0,0,1995.0,12.0,192.0,Apartment,Freehold,Non Bumi Lot,Unknown,Penang,Ayer Itam
190000,650.0,3.0,1.0,1.0,2,1,0,1,0,1,0,0,,,,Flat,Leasehold,Bumi Lot,High,Selangor,Shah Alam
530000,855.0,2.0,2.0,1.0,9,1,0,0,0,0,1,0,2018.0,,403.0,Service Residence,Freehold,Non Bumi Lot,Medium,Selangor,Klang
299000,1300.0,4.0,3.0,2.0,12,1,1,1,0,1,1,0,2021.0,29.0,550.0,Condominium,Freehold,Non Bumi Lot,Medium,Selangor,Cyberjaya
299000,1300.0,4.0,3.0,2.0,14,0,0,0,0,0,0,0,,,,Condominium,Freehold,Non Bumi Lot,Medium,Selangor,Cyberjaya
375000,1100.0,3.0,2.0,1.0,10,1,0,0,0,1,1,0,2004.0,25.0,1220.0,Condominium,Freehold,Non Bumi Lot,Low,Kuala Lumpur,Kuala Lumpur
708000,1300.0,3.0,2.0,1.0,14,1,1,1,0,1,1,1,1994.0,27.0,299.0,Condominium,Freehold,Non Bumi Lot,High,Kuala Lumpur,Kuala Lumpur
515000,1195.0,3.0,2.0,1.0,14,1,1,0,1,1,1,0,,15.0,348.0,Condominium,Freehold,Non Bumi Lot,High,Kuala Lumpur,Kuala Lumpur
250000,755.0,3.0,2.0,1.0,14,0,0,0,0,0,0,0,2010.0,14.0,336.0,Condominium,Freehold,Non Bumi Lot,Medium,Kuala Lumpur,Kuala Lumpur
220000,700.0,3.0,2.0,1.0,4,1,1,0,1,1,1,0,,5.0,,Apartment,Freehold,Bumi Lot,Medium,Selangor,Puchong
910000,1050.0,2.0,3.0,1.0,8,1,0,1,1,1,1,0,2011.0,40.0,811.0,Condominium,Freehold,Non Bumi Lot,High,Kuala Lumpur,Kuala Lumpur
458000,850.0,3.0,2.0,2.0,11,0,0,0,0,0,0,0,,,,Service Residence,Freehold,Non Bumi Lot,Unknown,Putrajaya,Putrajaya
392000,1100.0,3.0,2.0,2.0,14,0,0,0,0,0,0,0,,,,Condominium,Freehold,Non Bumi Lot,Medium,Selangor,Serdang
150000,760.0,3.0,2.0,1.0,3,0,0,0,0,1,0,0,,,,Apartment,Leasehold,Bumi Lot,High,Selangor,Puncak Alam
360000,1005.0,3.0,2.0,1.0,3,1,0,1,1,1,0,0,,23.0,,Condominium,Leasehold,Bumi Lot,Medium,Kuala Lumpur,Kuala Lumpur
210000,762.0,3.0,2.0,1.0,0,1,0,0,0,0,1,0,,,,Apartment,Freehold,Non Bumi Lot,Medium,Selangor,Klang
630000,1200.0,3.0,2.0,2.0,10,0,0,0,0,0,0,0,,,,Condominium,Freehold,Non Bumi Lot,Medium,Kuala Lumpur,Kuala Lumpur
708000,1300.0,3.0,2.0,1.0,14,1,1,1,0,1,1,1,1994.0,27.0,299.0,Condominium,Freehold,Non Bumi Lot,Medium,Kuala Lumpur,Kuala Lumpur
150000,581.0,2.0,1.0,1.0,2,0,0,0,0,0,0,0,,,,Flat,Leasehold,Bumi Lot,Low,Johor,Tampoi
210000,646.0,3.0,1.0,1.0,0,0,0,0,0,0,0,0,,,,Apartment,Leasehold,Bumi Lot,Medium,Kuala Lumpur,Kuala Lumpur
550000,982.0,3.0,2.0,2.0,7,0,0,0,0,0,0,0,2017.0,,,Condominium,Leasehold,Non Bumi Lot,High,Sabah,Penampang
598000,517.0,1.0,1.0,1.0,6,0,0,0,0,0,0,0,,,,Service Residence,Leasehold,Non Bumi Lot,Medium,Sabah,Kota Kinabalu
140000,700.0,2.0,2.0,1.0,2,0,0,0,0,0,0,0,,,,Apartment,Leasehold,Bumi Lot,High,Johor,Perling
930000,1470.0,4.0,2.0,2.0,11,0,0,0,0,0,0,0,2021.0,24.0,1235.0,Condominium,Freehold,Non Bumi Lot,Medium,Penang,Batu Uban
175000,520.0,2.0,1.0,1.0,2,0,0,0,0,0,0,0,,,,Flat,Leasehold,Bumi Lot,Medium,Johor,Johor Bahru
365000,1017.0,3.0,2.0,2.0,12,0,0,0,0,0,0,0,,,,Service Residence,Freehold,Non Bumi Lot,Medium,Selangor,Bangi
360000,1044.0,3.0,2.0,1.0,7,0,0,0,0,0,0,0,2005.0,,698.0,Apartment,Leasehold,Bumi Lot,Low,Johor,Johor Bahru
685000,1364.0,4.0,4.0,2.0,11,1,1,0,1,1,1,0,2013.0,23.0,308.0,Condominium,Freehold,Non Bumi Lot,High,Kuala Lumpur,Kuala Lumpur
310000,883.0,3.0,2.0,1.0,5,0,0,0,0,0,0,0,,,,Apartment,Leasehold,Bumi Lot,High,Putrajaya,Putrajaya
210000,550.0,2.0,1.0,1.0,1,0,0,0,0,0,0,0,,,,Flat,Leasehold,Non Bumi Lot,Unknown,Penang,George Town
390000,1000.0,3.0,2.0,2.0,14,0,0,0,0,0,0,0,,,,Condominium,Freehold,Non Bumi Lot,Medium,Selangor,Serdang
279000,750.0,2.0,1.0,1.0,4,1,1,0,0,1,1,1,,,,Apartment,Freehold,Non Bumi Lot,Medium,Kuala Lumpur,Kuala Lumpur
225000,657.0,3.0,1.0,1.0,0,0,0,0,0,0,0,0,,5.0,,Apartment,Freehold,Bumi Lot,High,Selangor,Shah Alam
230000,861.0,3.0,2.0,1.0,4,0,0,0,0,0,0,0,2009.0,13.0,,Apartment,Leasehold,Bumi Lot,Medium,Johor,Johor Bahru
298000,936.0,2.0,1.0,1.0,9,0,0,0,0,0,0,0,,,,Apartment,Leasehold,Non Bumi Lot,High,Penang,Butterworth
1300000,1800.0,4.0,3.0,2.0,11,0,0,0,0,0,0,0,1993.0,23.0,91.0,Condominium,Freehold,Non Bumi Lot,Medium,Penang,Bayan Baru
465000,1100.0,3.0,2.0,1.0,11,0,0,0,1,0,0,0,2012.0,,342.0,Condominium,Leasehold,Non Bumi Lot,High,Selangor,Batu Caves
85000,800.0,3.0,2.0,1.0,0,0,0,1,0,0,0,0,,4.0,,Flat,Freehold,Non Bumi Lot,High,Selangor,Klang
1100000,1968.0,4.0,5.0,2.0,11,0,0,0,0,0,0,0,2020.0,,803.0,Condominium,Freehold,Non Bumi Lot,High,Penang,Jelutong
650000,1050.0,3.0,2.0,3.0,10,0,0,0,0,0,0,0,2023.0,46.0,730.0,Condominium,Freehold,Non Bumi Lot,Medium,Penang,Gelugor
710000,1492.0,3.0,2.0,2.0,10,0,0,0,0,0,0,0,2017.0,37.0,299.0,Condominium,Freehold,Non Bumi Lot,Medium,Penang,Relau
338000,900.0,2.0,2.0,1.0,5,0,0,0,0,0,0,0,,,,Condominium,Leasehold,Non Bumi Lot,Medium,Unknown,Unknown
700000,1522.0,3.0,2.0,1.0,6,0,0,0,0,0,0,0,,,,Condominium,Leasehold,Non Bumi Lot,Low,Sabah,Kota Kinabalu
448000,1000.0,3.0,2.0,1.0,6,0,0,0,0,0,0,0,,,109.0,Condominium,Leasehold,Non Bumi Lot,Medium,Sabah,Kota Kinabalu
430000,1000.0,3.0,2.0,1.0,11,0,0,0,0,0,0,0,2020.0,,,Apartment,Freehold,Non Bumi Lot,Medium,Penang,George Town
318000,700.0,3.0,2.0,1.0,7,0,0,0,0,0,0,0,1999.0,21.0,520.0,Apartment,Freehold,Non Bumi Lot,High,Penang,Tanjong Tokong
280000,750.0,3.0,2.0,1.0,5,0,0,0,0,0,0,0,1999.0,21.0,520.0,Apartment,Freehold,Non Bumi Lot,Unknown,Penang,Tanjong Tokong
285000,654.0,3.0,2.0,1.0,3,0,0,0,0,0,0,0,2014.0,38.0,554.0,Apartment,Freehold,Non Bumi Lot,Unknown,Penang,Tanjong Tokong
310000,955.0,3.0,2.0,1.0,0,1,0,1,0,0,1,0,,9.0,,Apartment,Freehold,Non Bumi Lot,Low,Selangor,Klang
225000,575.0,1.0,2.0,1.0,8,0,1,0,0,1,0,0,2009.0,,272.0,Service Residence,Freehold,Non Bumi Lot,Medium,Selangor,Cyberjaya
490000,1313.0,4.0,2.0,3.0,9,1,1,1,0,1,1,0,,,,Condominium,Leasehold,Non Bumi Lot,High,Kuala Lumpur,Kuala Lumpur
2100000,2185.0,3.0,4.0,4.0,13,0,0,0,0,0,0,0,2017.0,6.0,98.0,Condominium,Freehold,Non Bumi Lot,Unknown,Penang,Gelugor
1990000,1884.0,3.0,5.0,3.0,13,0,0,0,0,0,0,0,2015.0,11.0,190.0,Condominium,Freehold,Non Bumi Lot,High,Penang,Gelugor
105000,645.0,3.0,2.0,1.0,1,0,0,0,0,0,0,0,,,,Flat,Freehold,Non Bumi Lot,Medium,Penang,Bukit Mertajam
95000,484.0,2.0,1.0,1.0,4,0,0,0,0,0,0,1,,,,Apartment,Freehold,Bumi Lot,Low,Selangor,Kajang
460000,969.0,3.0,2.0,2.0,14,0,0,0,0,0,0,0,,,,Condominium,Freehold,Bumi Lot,High,Putrajaya,Putrajaya
498000,900.0,3.0,2.0,1.0,10,0,0,0,0,0,0,0,,,,Condominium,Freehold,Malay Reserved,Medium,Selangor,Damansara Perdana
295000,1100.0,3.0,2.0,1.0,0,0,0,0,0,0,0,0,,,,Apartment,Leasehold,Non Bumi Lot,Medium,Johor,Gelang Patah
598000,1268.0,2.0,2.0,1.0,11,0,0,0,0,0,0,0,,,,Condominium,Leasehold,Non Bumi Lot,Low,Sabah,Kota Kinabalu
480000,1365.0,4.0,2.0,1.0,8,0,0,0,0,0,0,0,,,105.0,Condominium,Leasehold,Non Bumi Lot,Medium,Sabah,Kota Kinabalu
450000,2303.0,3.0,2.0,1.0,7,0,0,0,0,0,0,0,,,,Townhouse Condo,Freehold,Non Bumi Lot,Low,Johor,Johor Bahru
1850000,1701.0,3.0,3.0,3.0,13,0,0,0,0,0,0,0,2014.0,7.0,297.0,Condominium,Freehold,Non Bumi Lot,Medium,Penang,Gelugor
530000,1050.0,2.0,2.0,2.0,8,0,0,0,0,0,0,0,2014.0,13.0,666.0,Service Residence,Freehold,Non Bumi Lot,Low,Selangor,Shah Alam
399000,829.0,2.0,2.0,2.0,0,0,0,0,0,0,0,0,,,,Condominium,Freehold,Non Bumi Lot,Medium,Putrajaya,Putrajaya
190000,450.0,1.0,1.0,1.0,14,0,0,0,0,0,0,0,2017.0,38.0,1424.0,Service Residence,Freehold,Non Bumi Lot,Medium,Selangor,Cyberjaya
489000,1144.0,3.0,2.0,1.0,7,0,0,0,0,0,0,0,,,243.0,Service Residence,Leasehold,Non Bumi Lot,High,Johor,Masai
130000,646.0,2.0,1.0,1.0,0,0,0,0,0,0,0,0,,,,Apartment,Leasehold,Non Bumi Lot,Unknown,Sarawak,Kuching
408000,1118.0,3.0,2.0,2.0,5,0,0,0,0,0,0,1,2017.0,20.0,424.0,Condominium,Freehold,Non Bumi Lot,Low,Selangor,Kajang
528000,1508.0,3.0,2.0,1.0,0,0,0,0,0,0,0,0,,,,Condominium,Leasehold,Non Bumi Lot,Low,Sabah,Penampang
980000,2250.0,4.0,3.0,1.0,9,0,0,0,0,0,0,0,,,,Condominium,Leasehold,Non Bumi Lot,Medium,Sabah,Kota Kinabalu
600000,850.0,2.0,2.0,1.0,4,1,1,1,0,1,1,0,2017.0,36.0,498.0,Service Residence,Freehold,Non Bumi Lot,Medium,Selangor,I-City
62000,750.0,2.0,1.0,1.0,1,0,0,0,0,0,0,0,,,,Flat,Freehold,Non Bumi Lot,Low,Sabah,Sandakan
340000,750.0,3.0,2.0,1.0,11,0,0,0,0,0,0,0,1997.0,28.0,422.0,Condominium,Freehold,Non Bumi Lot,Medium,Penang,Gelugor
230000,800.0,3.0,2.0,2.0,14,0,0,0,0,0,0,0,,,,Condominium,Leasehold,Non Bumi Lot,Medium,Kuala Lumpur,Kuala Lumpur
420000,1050.0,3.0,3.0,2.0,14,0,0,0,0,0,0,0,,,,Condominium,Leasehold,Non Bumi Lot,Low,Kuala Lumpur,Kuala Lumpur
335000,657.0,2.0,1.0,1.0,9,0,0,1,0,0,1,0,,,,Studio,Leasehold,Non Bumi Lot,High,Selangor,Seri Kembangan
438000,1121.0,3.0,2.0,1.0,6,1,0,0,0,0,0,0,2018.0,25.0,486.0,Service Residence,Freehold,Non Bumi Lot,Unknown,Selangor,Sungai Buloh
110000,802.0,2.0,2.0,3.0,2,0,0,0,0,0,0,0,,,,Flat,Freehold,Non Bumi Lot,High,Sabah,Sandakan
240000,750.0,3.0,2.0,1.0,6,1,1,1,0,1,1,0,,5.0,,Flat,Leasehold,Non Bumi Lot,Low,Selangor,Shah Alam
225000,484.0,1.0,1.0,1.0,9,0,0,0,0,0,0,0,2013.0,,1160.0,Service Residence,Freehold,Non Bumi Lot,Low,Johor,Johor Bahru
570000,1254.0,3.0,2.0,2.0,8,0,0,0,0,0,0,0,2017.0,21.0,256.0,Condominium,Freehold,Non Bumi Lot,High,Penang,Bukit Jambul
175000,550.0,3.0,2.0,1.0,0,0,0,0,0,0,0,0,,,,Flat,Leasehold,Non Bumi Lot,High,Kuala Lumpur,Kuala Lumpur
175000,550.0,3.0,2.0,1.0,0,0,0,0,0,0,0,0,,,,Flat,Leasehold,Non Bumi Lot,High,Kuala Lumpur,Kuala Lumpur
415000,948.0,3.0,2.0,1.0,10,0,0,0,0,0,0,0,2017.0,26.0,462.0,Service Residence,Freehold,Non Bumi Lot,Medium,Kuala Lumpur,Kuala Lumpur
300000,1012.0,3.0,2.0,1.0,10,1,0,0,1,0,0,0,2014.0,23.0,744.0,Service Residence,Freehold,Non Bumi Lot,Medium,Selangor,Batu Caves
446400,815.0,3.0,2.0,1.0,0,0,0,0,0,0,0,0,,,,Condominium,Leasehold,Non Bumi Lot,Unknown,Sarawak,Kuching
280000,771.0,3.0,2.0,2.0,0,0,0,0,0,0,0,0,,4.0,496.0,Apartment,Leasehold,Non Bumi Lot,Unknown,Sarawak,Kuching
270000,750.0,3.0,2.0,1.0,0,0,0,0,0,0,0,0,,,,Apartment,Freehold,Bumi Lot,Unknown,Selangor,Setia Alam
498000,1088.0,3.0,2.0,1.0,9,0,0,0,0,0,0,0,2020.0,,809.0,Service Residence,Freehold,Non Bumi Lot,Unknown,Melaka,Bukit Baru
269000,1044.0,3.0,2.0,1.0,0,0,0,0,0,0,0,0,2005.0,,698.0,Apartment,Leasehold,Bumi Lot,Medium,Johor,Johor Bahru
320000,1000.0,3.0,2.0,1.0,5,0,0,0,0,0,0,0,,,,Condominium,Freehold,Non Bumi Lot,Low,Pahang,Cameron Highlands
465000,1000.0,3.0,2.0,1.0,9,0,0,0,0,0,0,0,2015.0,,,Condominium,Freehold,Non Bumi Lot,Low,Sabah,Kota Kinabalu
270000,850.0,3.0,2.0,1.0,11,0,0,0,0,0,0,0,,,,Apartment,Leasehold,Non Bumi Lot,Low,Sabah,Kota Kinabalu
690000,552.0,1.0,1.0,1.0,12,0,0,0,0,0,0,0,,,,Service Residence,Leasehold,Non Bumi Lot,High,Sabah,Kota Kinabalu
440000,850.0,3.0,2.0,2.0,7,0,0,0,0,0,0,0,1998.0,16.0,488.0,Condominium,Leasehold,Non Bumi Lot,Low,Penang,Bayan Lepas
280000,900.0,3.0,2.0,2.0,9,1,0,0,0,0,0,0,2023.0,25.0,1168.0,Apartment,Freehold,Non Bumi Lot,Unknown,Selangor,Cyberjaya
245000,800.0,3.0,2.0,1.0,2,0,1,0,1,0,0,1,,,309.0,Apartment,Freehold,Non Bumi Lot,Medium,Selangor,Kajang
371000,828.0,3.0,2.0,1.0,0,0,0,0,0,0,0,0,,,,Apartment,Freehold,Non Bumi Lot,Medium,Putrajaya,Putrajaya
100000,710.0,3.0,2.0,1.0,2,0,0,0,0,0,0,0,,,,Flat,Leasehold,Bumi Lot,High,Johor,Pasir Gudang
235000,786.0,3.0,2.0,1.0,4,1,0,0,0,1,1,1,,18.0,,Apartment,Freehold,Non Bumi Lot,Unknown,Selangor,Shah Alam
220000,732.0,3.0,2.0,1.0,0,0,0,0,0,0,0,0,,,,Apartment,Leasehold,Non Bumi Lot,Medium,Selangor,Bandar Kinrara
211000,527.0,1.0,1.0,1.0,11,0,0,0,0,0,0,0,2018.0,35.0,849.0,Service Residence,Freehold,Bumi Lot,Medium,Johor,Johor Bahru
320000,850.0,3.0,2.0,2.0,11,0,0,0,0,0,0,0,2025.0,,,Apartment,Freehold,Non Bumi Lot,Low,Johor,Johor Bahru
155000,650.0,3.0,2.0,1.0,0,0,0,0,0,0,0,1,,,,Flat,Freehold,Non Bumi Lot,High,Selangor,Kajang
340000,650.0,2.0,2.0,1.0,11,1,1,0,1,0,0,0,2021.0,44.0,2136.0,Service Residence,Leasehold,Non Bumi Lot,Low,Kuala Lumpur,Kuala Lumpur
350000,864.0,3.0,2.0,2.0,0,0,0,0,0,0,0,0,2015.0,25.0,600.0,Condominium,Freehold,Non Bumi Lot,Unknown,Selangor,Shah Alam
330000,1302.0,3.0,2.0,1.0,5,0,0,0,0,0,0,0,2010.0,4.0,199.0,Apartment,Leasehold,Bumi Lot,Medium,Selangor,Selayang
380000,640.0,1.0,1.0,1.0,11,0,0,0,0,0,0,0,2018.0,,1050.0,Condominium,Freehold,Non Bumi Lot,High,Johor,Johor Bahru
369000,1043.0,3.0,2.0,1.0,6,0,0,0,0,0,1,0,2009.0,,326.0,Condominium,Freehold,Bumi Lot,Medium,Selangor,Seri Kembangan
410000,802.0,2.0,2.0,1.0,8,0,0,0,0,0,0,0,2020.0,33.0,490.0,Condominium,Freehold,Non Bumi Lot,High,Penang,Simpang Ampat
265000,678.0,3.0,1.0,1.0,4,0,0,0,0,0,0,0,,,,Apartment,Leasehold,Non Bumi Lot,High,Kuala Lumpur,Kuala Lumpur
510000,1100.0,3.0,2.0,1.0,7,1,0,1,0,1,1,0,2017.0,28.0,650.0,Condominium,Leasehold,Non Bumi Lot,Unknown,Kuala Lumpur,Kuala Lumpur
420000,908.0,3.0,2.0,1.0,7,1,0,1,0,1,1,0,2017.0,28.0,650.0,Condominium,Leasehold,Non Bumi Lot,Unknown,Kuala Lumpur,Kuala Lumpur
408000,1105.0,3.0,2.0,1.0,4,1,0,0,1,1,1,0,,5.0,,Apartment,Freehold,Non Bumi Lot,Low,Selangor,Puchong
398000,687.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,,,,Apartment,Leasehold,Non Bumi Lot,Medium,Sarawak,Kuching
265000,907.0,3.0,2.0,1.0,4,0,0,0,0,0,1,0,2015.0,,156.0,Service Residence,Leasehold,Non Bumi Lot,Medium,Selangor,Puchong
280000,750.0,3.0,2.0,1.0,4,0,0,0,0,1,0,0,,5.0,112.0,Apartment,Leasehold,Non Bumi Lot,Low,Selangor,Damansara Damai
285000,700.0,3.0,1.0,1.0,3,0,0,0,0,0,0,0,2008.0,18.0,701.0,Apartment,Freehold,Non Bumi Lot,High,Penang,Bukit Jambul
260000,990.0,3.0,2.0,1.0,7,0,0,0,0,0,0,0,,4.0,,Apartment,Freehold,Non Bumi Lot,High,Johor,Skudai
475000,883.0,2.0,2.0,2.0,10,1,0,0,0,1,0,0,2021.0,33.0,746.0,Condominium,Leasehold,Bumi Lot,Medium,Selangor,Puchong
380000,960.0,3.0,2.0,1.0,8,0,0,0,0,0,0,0,2008.0,12.0,196.0,Condominium,Leasehold,Bumi Lot,Medium,Selangor,Selayang
485000,1010.0,3.0,2.0,1.0,8,1,1,1,1,1,1,1,2014.0,,,Service Residence,Freehold,Bumi Lot,Medium,Kuala Lumpur,Kuala Lumpur
340000,845.0,3.0,2.0,1.0,0,1,0,0,1,1,0,0,,,,Service Residence,Freehold,Non Bumi Lot,Unknown,Kuala Lumpur,Kuala Lumpur
290000,904.0,3.0,2.0,1.0,3,0,0,0,0,0,0,0,,,,Apartment,Leasehold,Non Bumi Lot,Unknown,Penang,Butterworth
130000,650.0,3.0,1.0,1.0,0,0,0,0,0,1,0,0,,,,Condominium,Freehold,Bumi Lot,High,Selangor,Shah Alam
170000,650.0,3.0,2.0,1.0,2,0,0,0,0,0,0,0,,,,Apartment,Leasehold,Bumi Lot,Low,Selangor,Damansara Damai
240000,800.0,3.0,2.0,1.0,6,0,0,0,0,0,0,0,,,,Apartment,Leasehold,Bumi Lot,Low,Selangor,Puchong
390000,944.0,3.0,2.0,1.0,4,1,0,0,1,0,1,0,,,,Apartment,Freehold,Non Bumi Lot,Medium,Selangor,Petaling Jaya
345000,1004.0,3.0,2.0,1.0,9,0,0,0,0,0,0,0,2007.0,14.0,702.0,Apartment,Freehold,Non Bumi Lot,High,Selangor,Puchong
380000,604.0,2.0,2.0,2.0,10,0,0,0,0,0,0,0,2022.0,31.0,382.0,Service Residence,Leasehold,Non Bumi Lot,High,Selangor,Cheras
440000,1238.0,4.0,2.0,2.0,9,1,0,0,0,0,1,0,2008.0,27.0,798.0,Condominium,Freehold,Non Bumi Lot,Low,Selangor,Seri Kembangan
120000,734.0,3.0,1.0,1.0,1,1,0,0,0,0,1,0,,,,Apartment,Freehold,Non Bumi Lot,Low,Kuala Lumpur,Kuala Lumpur
350000,753.0,1.0,1.0,2.0,14,0,0,0,0,0,0,0,2017.0,16.0,128.0,Condominium,Freehold,Non Bumi Lot,High,Selangor,Cyberjaya
210000,856.0,3.0,2.0,1.0,6,0,0,0,0,0,0,0,,9.0,,Condominium,Freehold,Non Bumi Lot,Unknown,Selangor,Bandar Mahkota Cheras
320000,950.0,3.0,2.0,1.0,4,1,1,0,1,0,0,0,2012.0,18.0,385.0,Apartment,Leasehold,Non Bumi Lot,High,Kuala Lumpur,Kuala Lumpur
530000,1500.0,3.0,2.0,4.0,7,1,0,0,0,1,1,1,,,144.0,Service Residence,Freehold,Non Bumi Lot,High,Selangor,Bukit Jelutong
269000,868.0,3.0,2.0,1.0,6,0,1,0,1,0,0,1,2007.0,15.0,,Apartment,Freehold,Bumi Lot,Medium,Selangor,Kajang
1200000,2907.0,4.0,5.0,2.0,7,0,0,0,0,0,0,0,,4.0,128.0,Condominium,Leasehold,Non Bumi Lot,High,Sarawak,Kuching
440000,1000.0,4.0,2.0,2.0,9,0,0,0,0,0,0,0,,,,Condominium,Freehold,Non Bumi Lot,Medium,Selangor,Kajang
349000,1100.0,3.0,2.0,1.0,7,1,0,0,1,0,0,0,,,684.0,Condominium,Leasehold,Non Bumi Lot,Unknown,Selangor,Batu Caves
373000,1206.0,4.0,2.0,1.0,7,1,0,0,1,0,0,0,,,684.0,Condominium,Leasehold,Non Bumi Lot,Unknown,Selangor,Batu Caves
340000,1100.0,3.0,2.0,1.0,14,1,0,0,0,1,1,0,1996.0,19.0,,Condominium,Leasehold,Non Bumi Lot,High,Kuala Lumpur,Kuala Lumpur
360000,740.0,2.0,2.0,1.0,9,0,0,0,0,0,0,0,,,,Service Residence,Freehold,Non Bumi Lot,Medium,Johor,Johor Bahru
335000,646.0,1.0,1.0,1.0,2,0,0,0,0,0,0,0,,20.0,306.0,Service Residence,Freehold,Non Bumi Lot,Medium,Johor,Johor Bahru
250000,800.0,3.0,2.0,2.0,6,0,0,0,0,0,0,0,2014.0,4.0,75.0,Apartment,Freehold,Non Bumi Lot,Unknown,Selangor,Semenyih
330000,721.0,2.0,2.0,1.0,7,0,0,0,0,0,0,0,,24.0,,Service Residence,Freehold,Non Bumi Lot,Medium,Johor,Skudai
290000,810.0,2.0,2.0,1.0,10,0,0,0,0,0,0,0,2019.0,25.0,2003.0,Service Residence,Freehold,Non Bumi Lot,Medium,Johor,Johor Bahru
138000,692.0,3.0,2.0,1.0,3,0,0,0,0,0,0,0,,,,Flat,Freehold,Non Bumi Lot,Medium,Johor,Johor Bahru
460000,990.0,3.0,2.0,2.0,9,0,0,0,0,0,0,0,2020.0,23.0,241.0,Service Residence,Leasehold,Non Bumi Lot,Low,Selangor,Puchong
168000,689.0,3.0,2.0,1.0,9,1,0,0,0,1,1,0,2004.0,18.0,332.0,Apartment,Freehold,Non Bumi Lot,Low,Selangor,Puchong
130000,880.0,3.0,2.0,1.0,0,0,0,0,0,0,0,0,,,,Apartment,Freehold,Non Bumi Lot,Low,Selangor,Klang
150000,650.0,3.0,1.0,1.0,3,0,0,0,0,0,0,0,,5.0,,Apartment,Leasehold,Bumi Lot,High,Selangor,Klang
423000,1055.0,3.0,2.0,1.0,7,1,1,0,0,1,0,0,2015.0,27.0,526.0,Apartment,Freehold,Non Bumi Lot,Unknown,Kuala Lumpur,Kuala Lumpur
470000,1168.0,3.0,2.0,1.0,14,0,0,0,0,0,0,0,2013.0,25.0,364.0,Service Residence,Freehold,Non Bumi Lot,Unknown,Johor,Johor Bahru
324400,775.0,3.0,2.0,1.0,6,1,0,0,0,1,0,0,2017.0,34.0,1502.0,Apartment,Leasehold,Non Bumi Lot,Unknown,Kuala Lumpur,Kuala Lumpur
165000,650.0,2.0,1.0,1.0,0,0,0,0,0,0,0,0,,,,Apartment,Leasehold,Non Bumi Lot,Unknown,Penang,Relau
900000,2000.0,5.0,3.0,2.0,7,0,0,0,0,0,0,0,1997.0,14.0,528.0,Others,Leasehold,Non Bumi Lot,Medium,Penang,Sungai Dua
340200,818.0,3.0,2.0,1.0,8,1,1,0,1,0,0,0,2021.0,44.0,2136.0,Service Residence,Leasehold,Non Bumi Lot,Unknown,Kuala Lumpur,Kuala Lumpur
780000,893.0,1.0,2.0,1.0,10,0,0,0,0,0,0,0,2010.0,7.0,160.0,Service Residence,Freehold,Non Bumi Lot,High,Penang,Tanjong Tokong
420000,1055.0,3.0,2.0,1.0,10,0,0,0,0,0,0,0,1998.0,15.0,336.0,Condominium,Freehold,Non Bumi Lot,High,Penang,Sungai Ara
420000,800.0,3.0,2.0,1.0,10,0,0,0,0,0,0,0,2012.0,30.0,249.0,Apartment,Leasehold,Non Bumi Lot,Unknown,Penang,Gelugor
320000,1077.0,3.0,2.0,1.0,0,0,0,0,0,0,0,0,,,,Apartment,Freehold,Non Bumi Lot,Low,Penang,Bukit Mertajam
218000,798.0,3.0,2.0,1.0,5,0,0,0,0,0,0,0,,,,Apartment,Leasehold,Bumi Lot,Low,Perak,Seri Iskandar
