price,property_size_sqft,bedroom,bathroom,parking_lot,facilities_count,has_school,has_mall,has_hospital,has_railway,has_bus_stop,has_park,has_highway,completion_year,number_of_floors,total_units,property_type,tenure_type,land_title,floor_range,state,city
640000,1100.0,3.0,2.0,1.0,3,0,0,0,0,0,0,0,1997.0,14.0,96.0,Condominium,Freehold,Non Bumi Lot,Low,Penang,Jelutong
380000,1000.0,3.0,2.0,1.0,9,0,0,0,0,0,0,0,2004.0,11.0,228.0,Condominium,Freehold,Non Bumi Lot,High,Penang,Sungai Ara
260000,700.0,3.0,2.0,1.0,3,0,0,0,0,0,0,0,1997.0,22.0,1008.0,Apartment,Freehold,Non Bumi Lot,Medium,Penang,Jelutong
420000,1062.0,4.0,2.0,1.0,8,1,1,0,1,1,1,0,2005.0,25.0,588.0,Service Residence,Freehold,Non Bumi Lot,Low,Selangor,Subang Jaya
270000,700.0,3.0,2.0,1.0,8,0,0,0,0,0,0,0,,,,Apartment,Freehold,Bumi Lot,Medium,Putrajaya,Putrajaya
718000,1500.0,3.0,4.0,2.0,8,0,0,0,0,0,0,0,2015.0,43.0,218.0,Condominium,Freehold,Non Bumi Lot,High,Penang,Tanjong Tokong
230000,974.0,3.0,2.0,1.0,3,0,0,0,0,0,0,0,2010.0,10.0,243.0,Condominium,Leasehold,Non Bumi Lot,Unknown,Selangor,Dengkil
150000,650.0,3.0,2.0,1.0,4,1,0,0,1,1,1,0,2002.0,11.0,792.0,Apartment,Leasehold,Bumi Lot,Unknown,Kuala Lumpur,Kuala Lumpur
150000,786.0,3.0,2.0,1.0,2,0,0,0,0,0,0,0,,5.0,,Apartment,Freehold,Bumi Lot,Unknown,Selangor,Bangi
1680000,2304.0,5.0,4.0,3.0,10,0,0,0,0,0,0,0,2013.0,30.0,808.0,Condominium,Freehold,Non Bumi Lot,High,Penang,Ayer Itam
600000,1130.0,3.0,3.0,2.0,14,0,0,0,0,0,0,0,2016.0,26.0,548.0,Condominium,Freehold,Non Bumi Lot,Medium,Penang,Bayan Lepas
340000,850.0,3.0,2.0,1.0,5,0,0,0,0,0,0,0,1998.0,21.0,406.0,Condominium,Freehold,Non Bumi Lot,Low,Penang,George Town
1350000,2750.0,6.0,5.0,1.0,5,0,0,0,0,0,0,0,,,79.0,Condominium,Freehold,Non Bumi Lot,Medium,Johor,Johor Bahru
443000,404.0,1.0,1.0,1.0,10,0,0,0,0,0,0,0,,31.0,230.0,Service Residence,Freehold,Non Bumi Lot,Medium,Penang,Jelutong
850000,1450.0,4.0,3.0,2.0,8,0,0,0,0,0,0,0,2016.0,,252.0,Condominium,Freehold,Non Bumi Lot,High,Penang,Jelutong
800000,1302.0,3.0,2.0,2.0,10,0,0,0,0,0,0,0,2016.0,17.0,91.0,Condominium,Freehold,Non Bumi Lot,Medium,Penang,Jelutong
919000,1313.0,3.0,3.0,2.0,5,0,0,0,0,0,0,0,2007.0,,396.0,Condominium,Freehold,Non Bumi Lot,Low,Penang,Gelugor
453000,1250.0,3.0,2.0,1.0,12,1,1,0,0,1,1,0,2000.0,13.0,320.0,Condominium,Freehold,Non Bumi Lot,Unknown,Kuala Lumpur,Kuala Lumpur
395000,1507.0,4.0,3.0,1.0,0,0,0,0,0,0,0,0,1996.0,18.0,500.0,Condominium,Freehold,Bumi Lot,Unknown,Kuala Lumpur,Kuala Lumpur
360000,1170.0,3.0,2.0,1.0,10,1,1,0,0,1,1,0,2007.0,10.0,396.0,Condominium,Freehold,Non Bumi Lot,High,Selangor,Klang
1050000,2200.0,4.0,4.0,4.0,2,0,0,0,0,0,0,0,,,,Condominium,Freehold,Non Bumi Lot,High,Penang,Bayan Lepas
580000,1180.0,3.0,2.0,2.0,6,0,0,0,0,0,0,0,2016.0,20.0,771.0,Condominium,Freehold,Non Bumi Lot,High,Penang,Sungai Ara
380000,1097.0,3.0,2.0,1.0,7,0,0,0,0,0,0,0,,,300.0,Condominium,Freehold,Non Bumi Lot,Medium,Johor,Masai
610000,1598.0,3.0,3.0,2.0,9,0,0,0,0,0,0,0,2017.0,42.0,670.0,Condominium,Freehold,Non Bumi Lot,Unknown,Penang,Sungai Ara
240000,906.0,3.0,2.0,1.0,6,0,0,0,0,0,0,0,,21.0,,Apartment,Leasehold,Non Bumi Lot,High,Johor,Johor Bahru
588000,1275.0,3.0,2.0,2.0,10,0,0,0,0,0,0,0,2017.0,31.0,476.0,Condominium,Freehold,Non Bumi Lot,High,Penang,Sungai Ara
318000,1085.0,3.0,2.0,1.0,4,0,0,0,0,0,0,0,2016.0,5.0,469.0,Apartment,Freehold,Non Bumi Lot,Medium,Selangor,Kajang
520000,1250.0,3.0,2.0,2.0,8,0,0,0,0,0,0,0,2018.0,,461.0,Condominium,Freehold,Bumi Lot,High,Selangor,Kajang
520000,900.0,3.0,2.0,2.0,10,0,0,0,0,0,0,0,2015.0,25.0,300.0,Condominium,Freehold,Non Bumi Lot,Medium,Penang,Sungai Ara
490000,1182.0,3.0,2.0,2.0,10,0,0,0,0,0,0,0,2015.0,25.0,300.0,Condominium,Freehold,Non Bumi Lot,Medium,Penang,Sungai Ara
525000,1295.0,3.0,2.0,2.0,13,0,0,0,0,0,0,0,2015.0,6.0,225.0,Condominium,Freehold,Non Bumi Lot,Medium,Penang,Bayan Lepas
500000,1000.0,3.0,2.0,2.0,14,0,0,0,0,0,0,0,2013.0,38.0,203.0,Condominium,Freehold,Non Bumi Lot,Low,Penang,Tanjong Tokong
470000,1250.0,3.0,2.0,1.0,0,0,0,0,0,0,0,0,2019.0,30.0,461.0,Condominium,Freehold,Bumi Lot,Unknown,Selangor,Kajang
298000,810.0,2.0,2.0,1.0,8,0,0,0,0,0,0,0,2019.0,25.0,2003.0,Service Residence,Freehold,Non Bumi Lot,Unknown,Johor,Johor Bahru
538000,1304.0,3.0,2.0,2.0,13,0,0,0,0,0,0,0,2015.0,6.0,225.0,Condominium,Freehold,Non Bumi Lot,High,Penang,Bayan Lepas
1050000,2729.0,5.0,4.0,3.0,5,0,0,0,0,0,0,0,2017.0,42.0,670.0,Condominium,Freehold,Non Bumi Lot,High,Penang,Sungai Ara
815000,1219.0,3.0,2.0,2.0,9,0,0,0,0,0,0,0,2021.0,24.0,1235.0,Condominium,Freehold,Non Bumi Lot,High,Penang,Relau
700000,1598.0,3.0,3.0,2.0,5,0,0,0,0,0,0,0,2017.0,42.0,670.0,Condominium,Freehold,Non Bumi Lot,High,Penang,Sungai Ara
235000,750.0,3.0,2.0,1.0,2,0,0,0,0,0,0,0,1992.0,17.0,3.0,Apartment,Leasehold,Non Bumi Lot,Medium,Penang,Ayer Itam
390000,890.0,3.0,2.0,1.0,4,0,0,0,0,0,0,0,2009.0,22.0,398.0,Apartment,Leasehold,Non Bumi Lot,Low,Penang,Ayer Itam
750000,1905.0,8.0,3.0,2.0,11,0,0,1,0,0,0,0,2000.0,18.0,160.0,Condominium,Freehold,Non Bumi Lot,Medium,Selangor,Kajang
585000,1488.0,4.0,3.0,2.0,7,0,0,1,0,0,0,0,1998.0,9.0,208.0,Condominium,Freehold,Non Bumi Lot,Medium,Selangor,Kajang
160000,834.0,3.0,2.0,1.0,2,0,0,0,0,0,0,0,,,,Apartment,Freehold,Bumi Lot,High,Selangor,Hulu Langat
149000,560.0,2.0,1.0,1.0,1,1,0,1,0,1,1,0,,,,Flat,Leasehold,Non Bumi Lot,Medium,Kuala Lumpur,Kuala Lumpur
280000,850.0,3.0,2.0,1.0,2,1,0,0,0,0,1,0,,5.0,,Apartment,Freehold,Bumi Lot,Unknown,Selangor,Ampang
250000,1000.0,3.0,2.0,1.0,3,0,0,0,0,0,0,0,,,,Apartment,Freehold,Non Bumi Lot,Unknown,Selangor,Shah Alam
349999,1056.0,3.0,2.0,1.0,6,1,1,0,0,1,1,0,2007.0,18.0,715.0,Condominium,Leasehold,Non Bumi Lot,Unknown,Kuala Lumpur,Kuala Lumpur
380000,880.0,3.0,2.0,1.0,0,0,0,0,0,0,0,0,,5.0,1.0,Apartment,Freehold,Non Bumi Lot,Unknown,Selangor,Puchong
400000,1040.0,3.0,2.0,1.0,7,1,1,1,0,1,1,0,2016.0,28.0,700.0,Service Residence,Leasehold,Non Bumi Lot,Unknown,Kuala Lumpur,Kuala Lumpur
360000,840.0,3.0,2.0,1.0,0,0,0,0,0,0,0,0,2015.0,25.0,600.0,Service Residence,Freehold,Non Bumi Lot,Unknown,Selangor,Shah Alam
398000,1210.0,3.0,3.0,2.0,9,0,0,0,0,0,0,0,2016.0,21.0,482.0,Condominium,Leasehold,Non Bumi Lot,Unknown,Selangor,Selayang
379000,1009.0,3.0,2.0,2.0,6,1,0,0,0,1,1,0,2017.0,36.0,1338.0,Service Residence,Leasehold,Non Bumi Lot,High,Kuala Lumpur,Kuala Lumpur
350000,700.0,3.0,2.0,1.0,6,0,0,0,0,0,0,0,,30.0,,Apartment,Freehold,Non Bumi Lot,High,Penang,Ayer Itam
680000,1155.0,3.0,2.0,2.0,5,0,0,0,0,0,0,0,,,,Condominium,Leasehold,Non Bumi Lot,Medium,Penang,Bayan Lepas
730000,517.0,1.0,1.0,2.0,5,0,0,0,0,0,0,0,2014.0,7.0,297.0,Condominium,Freehold,Non Bumi Lot,Medium,Penang,Gelugor
498000,939.0,3.0,2.0,3.0,14,0,0,0,0,0,0,0,2011.0,38.0,420.0,Condominium,Freehold,Non Bumi Lot,High,Penang,Ayer Itam
380000,850.0,3.0,2.0,2.0,9,0,0,0,0,0,0,0,2007.0,22.0,816.0,Condominium,Freehold,Non Bumi Lot,Low,Penang,Ayer Itam
300000,700.0,2.0,1.0,1.0,2,0,0,0,0,0,0,0,,,,Apartment,Freehold,Non Bumi Lot,Low,Penang,George Town
370000,700.0,3.0,2.0,1.0,9,0,0,0,0,0,0,0,1999.0,23.0,433.0,Apartment,Freehold,Non Bumi Lot,Low,Penang,Jelutong
520000,1000.0,3.0,2.0,2.0,9,0,0,0,0,0,0,0,2020.0,,,Apartment,Freehold,Non Bumi Lot,High,Penang,George Town
313000,700.0,3.0,2.0,1.0,3,0,0,0,0,0,0,0,,28.0,,Apartment,Freehold,Non Bumi Lot,Medium,Penang,Jelutong
820000,1345.0,3.0,2.0,3.0,10,0,0,0,0,0,0,0,2016.0,17.0,91.0,Condominium,Freehold,Non Bumi Lot,Medium,Penang,Jelutong
760000,1254.0,3.0,2.0,2.0,9,0,0,0,0,0,0,0,2018.0,44.0,378.0,Condominium,Freehold,Non Bumi Lot,High,Penang,Jelutong
498000,1410.0,4.0,3.0,1.0,8,0,0,0,0,0,0,0,,15.0,192.0,Condominium,Freehold,Non Bumi Lot,Low,Selangor,Puchong
880000,1487.0,4.0,2.0,1.0,6,0,0,0,0,0,0,0,2015.0,18.0,107.0,Condominium,Freehold,Non Bumi Lot,Medium,Penang,Bayan Lepas
380000,950.0,3.0,2.0,1.0,4,1,1,0,1,1,1,0,2015.0,31.0,4225.0,Service Residence,Freehold,Non Bumi Lot,Unknown,Kuala Lumpur,Kuala Lumpur
240000,818.0,3.0,2.0,1.0,6,0,0,0,0,0,0,0,,12.0,,Condominium,Leasehold,Non Bumi Lot,Unknown,Kuala Lumpur,Kuala Lumpur
280000,850.0,3.0,2.0,1.0,6,1,0,0,0,1,0,0,2013.0,15.0,,Condominium,Freehold,Bumi Lot,Unknown,Selangor,Ampang
400000,1210.0,3.0,2.0,1.0,0,0,0,0,0,0,0,0,2016.0,21.0,482.0,Condominium,Leasehold,Bumi Lot,Unknown,Selangor,Selayang
360000,1106.0,4.0,2.0,2.0,12,0,0,0,0,0,0,0,,19.0,392.0,Condominium,Freehold,Non Bumi Lot,Unknown,Selangor,Seri Kembangan
720000,1186.0,3.0,3.0,1.0,10,0,0,0,0,0,0,0,2017.0,38.0,916.0,Condominium,Freehold,Non Bumi Lot,Medium,Kuala Lumpur,Kuala Lumpur
1200000,1162.0,2.0,3.0,1.0,9,1,0,1,1,1,1,0,2011.0,40.0,811.0,Condominium,Freehold,Non Bumi Lot,High,Kuala Lumpur,Kuala Lumpur
560000,872.0,2.0,2.0,1.0,6,1,1,0,1,1,1,0,2011.0,33.0,378.0,Service Residence,Freehold,Non Bumi Lot,Medium,Kuala Lumpur,Kuala Lumpur
350000,1023.0,3.0,2.0,2.0,8,0,0,0,0,0,0,0,2019.0,,1200.0,Condominium,Freehold,Non Bumi Lot,High,Selangor,Kajang
125000,650.0,3.0,2.0,1.0,0,0,0,0,0,0,0,0,,,,Flat,Leasehold,Bumi Lot,High,Johor,Skudai
370000,867.0,2.0,2.0,1.0,11,1,1,1,1,0,1,1,,20.0,,Condominium,Freehold,Non Bumi Lot,High,Selangor,Petaling Jaya
485000,1074.0,3.0,2.0,2.0,9,0,0,0,1,1,0,0,2013.0,,,Condominium,Leasehold,Non Bumi Lot,Low,Kuala Lumpur,Kuala Lumpur
422888,871.0,2.0,2.0,1.0,9,0,0,0,0,0,0,0,,,316.0,Service Residence,Freehold,Non Bumi Lot,High,Johor,Iskandar Puteri
190000,710.0,3.0,2.0,1.0,0,0,0,0,0,0,0,0,,,,Flat,Leasehold,Non Bumi Lot,Low,Johor,Johor Bahru
630000,1598.0,3.0,3.0,2.0,8,0,0,0,0,0,0,0,2017.0,42.0,670.0,Condominium,Freehold,Non Bumi Lot,Medium,Penang,Sungai Ara
650000,1598.0,3.0,3.0,2.0,8,0,0,0,0,0,0,0,2017.0,42.0,670.0,Condominium,Freehold,Non Bumi Lot,Medium,Penang,Sungai Ara
440000,776.0,2.0,2.0,2.0,5,0,0,0,0,0,0,0,2017.0,42.0,670.0,Condominium,Freehold,Non Bumi Lot,High,Penang,Sungai Ara
450000,955.0,3.0,2.0,1.0,10,1,0,0,1,0,1,0,,,,Apartment,Freehold,Non Bumi Lot,Low,Selangor,Puchong
135000,650.0,3.0,2.0,1.0,0,1,0,0,0,0,1,0,,,,Flat,Freehold,Non Bumi Lot,Medium,Selangor,Kapar
550000,1041.0,3.0,2.0,2.0,3,0,0,0,0,0,0,0,1995.0,16.0,,Condominium,Freehold,Non Bumi Lot,Medium,Penang,Tanjung Bungah
600000,1150.0,3.0,2.0,1.0,5,0,0,0,0,0,0,0,1997.0,14.0,96.0,Condominium,Freehold,Non Bumi Lot,Low,Penang,Jelutong
1400000,1458.0,3.0,2.0,2.0,8,0,0,0,0,0,0,0,2019.0,26.0,220.0,Condominium,Freehold,Non Bumi Lot,High,Penang,Gelugor
505000,1000.0,3.0,2.0,2.0,5,0,0,0,0,0,0,0,,,,Condominium,Freehold,Non Bumi Lot,Low,Penang,Bayan Lepas
638000,1349.0,4.0,2.0,1.0,8,0,0,0,0,0,0,0,2008.0,28.0,134.0,Condominium,Freehold,Non Bumi Lot,Low,Penang,Gelugor
380000,850.0,3.0,2.0,1.0,6,0,0,0,0,0,0,0,1998.0,24.0,342.0,Condominium,Freehold,Non Bumi Lot,Medium,Penang,Jelutong
160000,700.0,3.0,2.0,1.0,4,0,0,0,0,0,0,0,,,,Apartment,Leasehold,Non Bumi Lot,Medium,Selangor,Damansara Damai
480000,1161.0,3.0,2.0,2.0,9,0,1,0,0,0,0,0,2017.0,11.0,336.0,Condominium,Freehold,Non Bumi Lot,Medium,Selangor,Cheras
630000,1453.0,3.0,3.0,2.0,7,0,0,1,0,0,0,0,1998.0,9.0,208.0,Condominium,Freehold,Non Bumi Lot,Medium,Selangor,Kajang
265000,955.0,3.0,2.0,1.0,5,0,0,0,0,0,0,0,,17.0,595.0,Apartment,Leasehold,Non Bumi Lot,Low,Kuala Lumpur,Kuala Lumpur
210000,958.0,3.0,2.0,1.0,4,1,0,0,0,0,1,0,,5.0,,Apartment,Leasehold,Non Bumi Lot,High,Selangor,Ampang
330000,1012.0,3.0,2.0,1.0,8,0,0,0,0,0,0,0,2001.0,11.0,704.0,Condominium,Freehold,Non Bumi Lot,Medium,Selangor,Kajang
349000,654.0,3.0,2.0,1.0,4,0,0,0,0,0,0,0,2014.0,38.0,554.0,Apartment,Freehold,Non Bumi Lot,Medium,Penang,Tanjong Tokong
565000,1115.0,3.0,2.0,2.0,7,0,0,0,0,0,0,0,2017.0,25.0,419.0,Condominium,Freehold,Non Bumi Lot,High,Penang,Bayan Lepas
600000,1115.0,3.0,2.0,2.0,8,0,0,0,0,0,0,0,2017.0,25.0,419.0,Condominium,Freehold,Non Bumi Lot,Medium,Penang,Bayan Lepas
290000,818.0,3.0,2.0,2.0,5,0,0,0,0,0,1,0,2018.0,16.0,730.0,Apartment,Freehold,Bumi Lot,Medium,Selangor,Setia Alam
700000,1100.0,3.0,2.0,2.0,9,0,0,0,0,0,0,0,,,,Condominium,Freehold,Non Bumi Lot,Medium,Penang,Bayan Lepas
300000,800.0,3.0,2.0,1.0,9,1,1,1,0,1,1,0,2026.0,,3600.0,Apartment,Leasehold,Bumi Lot,Medium,Kuala Lumpur,Kuala Lumpur
665000,1250.0,3.0,2.0,2.0,9,0,0,0,0,0,0,0,2017.0,30.0,410.0,Condominium,Freehold,Non Bumi Lot,Medium,Penang,Sungai Ara
600000,1250.0,3.0,2.0,2.0,9,0,0,0,0,0,0,0,2017.0,30.0,410.0,Condominium,Freehold,Non Bumi Lot,High,Penang,Sungai Ara
508000,950.0,2.0,2.0,1.0,14,1,1,1,1,1,1,0,,4.0,,Condominium,Freehold,Non Bumi Lot,High,Kuala Lumpur,Kuala Lumpur
375000,982.0,3.0,2.0,1.0,5,1,0,0,1,0,1,0,,16.0,,Condominium,Freehold,Non Bumi Lot,Unknown,Kuala Lumpur,Kuala Lumpur
699999,886.0,2.0,2.0,1.0,0,1,0,0,0,1,1,0,,,,Service Residence,Leasehold,Non Bumi Lot,Unknown,Kuala Lumpur,Kuala Lumpur
320000,956.0,3.0,2.0,1.0,12,0,0,0,0,0,0,0,,19.0,392.0,Condominium,Freehold,Non Bumi Lot,Unknown,Selangor,Seri Kembangan
450000,1100.0,3.0,2.0,1.0,14,0,0,0,0,0,0,0,2019.0,43.0,1472.0,Condominium,Leasehold,Non Bumi Lot,Unknown,Kuala Lumpur,Kuala Lumpur
420000,850.0,3.0,2.0,1.0,9,0,0,0,0,0,0,0,2007.0,22.0,816.0,Condominium,Freehold,Non Bumi Lot,Medium,Penang,Ayer Itam
660000,1300.0,3.0,3.0,2.0,14,0,0,0,0,0,0,0,2016.0,26.0,548.0,Condominium,Freehold,Non Bumi Lot,Low,Penang,Bayan Lepas
800000,3350.0,6.0,5.0,4.0,1,0,0,0,0,0,0,0,,24.0,234.0,Condominium,Freehold,Non Bumi Lot,High,Penang,Ayer Itam
485000,1087.0,4.0,2.0,1.0,5,0,0,0,0,0,0,0,1998.0,,428.0,Condominium,Freehold,Non Bumi Lot,Low,Penang,Tanjung Bungah
1100000,2330.0,5.0,4.0,3.0,8,0,0,0,0,0,0,0,2021.0,,406.0,Condominium,Freehold,Non Bumi Lot,Low,Penang,Relau
620000,1275.0,3.0,2.0,2.0,5,0,0,0,0,0,0,0,2017.0,30.0,410.0,Condominium,Freehold,Non Bumi Lot,Low,Penang,Sungai Ara
350000,800.0,3.0,2.0,1.0,10,0,0,0,0,0,0,0,1999.0,23.0,433.0,Apartment,Freehold,Non Bumi Lot,Medium,Penang,Jelutong
430000,856.0,3.0,2.0,2.0,3,0,0,0,0,0,0,0,,10.0,48.0,Apartment,Freehold,Non Bumi Lot,Medium,Penang,Jelutong
320000,721.0,3.0,2.0,1.0,5,0,0,0,0,0,0,0,1999.0,16.0,256.0,Condominium,Freehold,Non Bumi Lot,Medium,Penang,Batu Ferringhi
350000,700.0,3.0,2.0,1.0,7,0,0,0,0,0,0,0,1997.0,32.0,988.0,Condominium,Freehold,Non Bumi Lot,Medium,Penang,Gelugor
1300000,1750.0,3.0,2.0,4.0,11,0,0,0,0,0,0,0,2021.0,33.0,550.0,Condominium,Freehold,Non Bumi Lot,High,Penang,Jelutong
1100000,1424.0,3.0,2.0,3.0,11,0,0,0,0,0,0,0,2021.0,33.0,550.0,Condominium,Freehold,Non Bumi Lot,High,Penang,Jelutong
360000,700.0,3.0,2.0,1.0,3,0,0,0,0,0,0,0,1997.0,8.0,68.0,Apartment,Freehold,Non Bumi Lot,Low,Penang,Jelutong
1400000,2000.0,5.0,5.0,4.0,5,0,0,0,0,0,0,0,,,,Condominium,Freehold,Non Bumi Lot,High,Penang,Jelutong
275000,811.0,3.0,2.0,1.0,3,0,0,0,0,0,1,0,,11.0,220.0,Apartment,Freehold,Bumi Lot,Medium,Selangor,Shah Alam
355000,1323.0,3.0,2.0,1.0,9,1,1,0,1,1,1,0,1999.0,18.0,,Condominium,Freehold,Non Bumi Lot,Unknown,Kuala Lumpur,Kuala Lumpur
445000,1001.0,3.0,2.0,1.0,0,1,0,0,0,1,0,0,2014.0,21.0,391.0,Service Residence,Leasehold,Non Bumi Lot,Unknown,Selangor,Gombak
293000,916.0,3.0,2.0,1.0,7,0,0,0,0,0,0,0,2013.0,12.0,352.0,Condominium,Leasehold,Bumi Lot,Unknown,Selangor,Batu Caves
378000,1022.0,3.0,2.0,2.0,10,0,0,0,0,0,0,0,2013.0,29.0,372.0,Condominium,Freehold,Non Bumi Lot,Medium,Selangor,Cyberjaya
423000,1272.0,3.0,2.0,1.0,0,1,0,0,1,1,1,0,,,572.0,Condominium,Freehold,Non Bumi Lot,Unknown,Kuala Lumpur,Kuala Lumpur
335000,1010.0,3.0,2.0,1.0,7,0,1,1,0,0,0,0,2008.0,23.0,375.0,Condominium,Freehold,Bumi Lot,Unknown,Selangor,Selayang
175000,657.0,3.0,2.0,1.0,0,1,0,0,0,1,1,0,,,,Flat,Leasehold,Non Bumi Lot,Medium,Selangor,Subang Jaya
358000,893.0,3.0,2.0,1.0,7,0,1,0,1,1,0,0,,10.0,,Condominium,Freehold,Non Bumi Lot,Unknown,Selangor,Bandar Sri Damansara
585000,500.0,1.0,1.0,1.0,5,0,0,0,0,0,0,0,,,,Service Residence,Leasehold,Non Bumi Lot,High,Sabah,Kota Kinabalu
145000,572.0,2.0,1.0,1.0,1,0,0,0,0,1,0,0,2009.0,,376.0,Flat,Leasehold,Bumi Lot,High,Selangor,Shah Alam
690000,1196.0,3.0,2.0,2.0,0,1,1,0,0,0,0,0,,,,Condominium,Leasehold,Bumi Lot,Medium,Kuala Lumpur,Kuala Lumpur
698000,1020.0,3.0,2.0,1.0,13,0,0,0,0,0,0,0,2017.0,22.0,1343.0,Condominium,Freehold,Non Bumi Lot,Medium,Penang,Bayan Lepas
600000,1590.0,4.0,3.0,3.0,4,0,0,0,0,0,0,0,2014.0,18.0,96.0,Condominium,Freehold,Non Bumi Lot,Unknown,Penang,Bayan Lepas
380000,916.0,3.0,2.0,1.0,7,0,0,0,0,0,0,0,2016.0,22.0,328.0,Apartment,Leasehold,Non Bumi Lot,High,Johor,Johor Bahru
470000,1050.0,4.0,3.0,2.0,13,0,0,0,0,0,0,0,,,,Condominium,Leasehold,Non Bumi Lot,Unknown,Kuala Lumpur,Kuala Lumpur
350000,811.0,3.0,2.0,1.0,5,0,0,1,0,1,0,0,1996.0,4.0,368.0,Condominium,Freehold,Non Bumi Lot,Low,Selangor,Bandar Sri Damansara
400000,1616.0,3.0,2.0,1.0,9,0,0,0,0,0,0,0,1999.0,19.0,216.0,Condominium,Leasehold,Non Bumi Lot,Medium,Johor,Johor Bahru
342000,950.0,3.0,2.0,2.0,9,0,0,1,0,0,0,0,,,,Condominium,Freehold,Non Bumi Lot,Unknown,Selangor,Bandar Sungai Long
650000,1598.0,3.0,3.0,2.0,5,0,0,0,0,0,0,0,2017.0,42.0,670.0,Condominium,Freehold,Non Bumi Lot,Medium,Penang,Sungai Ara
368000,620.0,1.0,1.0,1.0,5,1,1,1,1,1,1,0,2012.0,38.0,1033.0,Service Residence,Freehold,Non Bumi Lot,Medium,Kuala Lumpur,Kuala Lumpur
245000,974.0,3.0,2.0,1.0,3,0,0,0,0,0,0,0,2010.0,10.0,243.0,Condominium,Leasehold,Bumi Lot,Medium,Selangor,Dengkil
240000,570.0,2.0,1.0,1.0,2,1,0,1,1,1,0,0,,,,Apartment,Leasehold,Bumi Lot,Medium,Kuala Lumpur,Kuala Lumpur
360000,1270.0,3.0,2.0,1.0,8,0,0,0,0,0,0,0,2017.0,15.0,368.0,Condominium,Freehold,Bumi Lot,Medium,Kuala Lumpur,Kuala Lumpur
318000,618.0,1.0,1.0,2.0,12,0,0,0,0,0,1,0,2015.0,28.0,467.0,Condominium,Leasehold,Non Bumi Lot,Medium,Kuala Lumpur,Kuala Lumpur
390000,1100.0,3.0,2.0,1.0,11,0,0,0,0,0,0,0,2008.0,14.0,480.0,Condominium,Freehold,Non Bumi Lot,Medium,Selangor,Ampang
445000,1087.0,3.0,2.0,2.0,8,0,0,0,0,0,0,0,,,148.0,Condominium,Freehold,Non Bumi Lot,High,Penang,Perai
1399000,1128.0,3.0,2.0,2.0,9,0,0,0,0,0,0,0,2014.0,9.0,631.0,Condominium,Leasehold,Non Bumi Lot,High,Sabah,Kota Kinabalu
229000,1470.0,3.0,2.0,1.0,7,0,0,0,0,0,0,0,2000.0,14.0,1339.0,Condominium,Freehold,Non Bumi Lot,Low,Selangor,Cheras
390000,891.0,3.0,2.0,1.0,8,1,0,0,0,1,1,0,2009.0,13.0,,Condominium,Leasehold,Bumi Lot,High,Kuala Lumpur,Kuala Lumpur
225000,820.0,3.0,2.0,1.0,1,0,0,0,0,0,0,0,,,,Apartment,Freehold,Bumi Lot,High,Selangor,Cheras
600000,1200.0,3.0,2.0,2.0,9,0,0,0,0,0,0,0,2016.0,30.0,816.0,Condominium,Freehold,Non Bumi Lot,Medium,Penang,Sungai Ara
170000,626.0,3.0,2.0,1.0,3,0,0,0,0,0,0,0,,13.0,1020.0,Apartment,Leasehold,Non Bumi Lot,High,Penang,Ayer Itam
600000,1100.0,3.0,2.0,2.0,9,0,0,0,0,0,0,0,2016.0,30.0,816.0,Condominium,Freehold,Non Bumi Lot,High,Penang,Sungai Ara
615000,1200.0,3.0,2.0,4.0,9,0,0,0,0,0,0,0,2016.0,30.0,816.0,Condominium,Freehold,Non Bumi Lot,Medium,Penang,Sungai Ara
369000,950.0,3.0,2.0,1.0,5,0,0,0,0,0,0,0,1997.0,13.0,72.0,Condominium,Freehold,Non Bumi Lot,Medium,Penang,Ayer Itam
230000,625.0,3.0,1.0,1.0,5,0,0,0,0,0,0,0,,,,Flat,Freehold,Non Bumi Lot,High,Penang,Bayan Lepas
387000,1041.0,3.0,2.0,2.0,8,1,1,0,0,1,1,0,,,,Apartment,Leasehold,Non Bumi Lot,Low,Selangor,Shah Alam
660000,1100.0,3.0,2.0,2.0,10,0,0,0,0,0,0,0,,,,Condominium,Freehold,Non Bumi Lot,High,Penang,Bayan Lepas
600000,1130.0,3.0,2.0,2.0,14,0,0,0,0,0,0,0,2016.0,26.0,548.0,Condominium,Freehold,Non Bumi Lot,Medium,Penang,Bayan Lepas
280000,700.0,3.0,2.0,1.0,0,0,0,0,0,0,0,0,1992.0,17.0,3.0,Apartment,Leasehold,Non Bumi Lot,Medium,Penang,Ayer Itam
740000,1300.0,3.0,3.0,2.0,14,0,0,0,0,0,0,0,2016.0,26.0,548.0,Condominium,Freehold,Non Bumi Lot,Medium,Penang,Bayan Lepas
570000,1200.0,3.0,2.0,2.0,9,0,0,0,0,0,0,0,2016.0,20.0,771.0,Condominium,Freehold,Non Bumi Lot,Low,Penang,Sungai Ara
660000,1200.0,3.0,2.0,2.0,7,0,0,0,0,0,0,0,2016.0,20.0,771.0,Condominium,Freehold,Non Bumi Lot,High,Penang,Sungai Ara
150000,670.0,3.0,2.0,1.0,9,1,0,0,0,1,1,0,2004.0,18.0,332.0,Apartment,Freehold,Non Bumi Lot,Unknown,Selangor,Puchong
