price,property_size_sqft,bedroom,bathroom,parking_lot,facilities_count,has_school,has_mall,has_hospital,has_railway,has_bus_stop,has_park,has_highway,property_type,tenure_type,land_title,floor_range,state
210000,850.0,3.0,2.0,1.0,3,1,0,0,0,0,0,0,Apartment,Freehold,Bumi Lot,Low,Selangor
340000,991.0,3.0,2.0,1.0,9,1,0,0,0,1,0,0,Condominium,Leasehold,Bumi Lot,Low,Selangor
345000,900.0,3.0,2.0,2.0,13,0,0,0,0,0,0,0,Apartment,Freehold,Non Bumi Lot,Unknown,Selangor
355000,1173.0,3.0,2.0,1.0,6,1,1,0,0,1,1,0,Condominium,Leasehold,Bumi Lot,Low,Selangor
265000,750.0,3.0,2.0,1.0,6,0,0,0,0,0,0,0,Apartment,Leasehold,Bumi Lot,Low,Selangor
180000,753.0,3.0,2.0,1.0,2,0,0,0,0,0,0,0,Flat,Leasehold,Non Bumi Lot,Medium,Selangor
710000,1547.0,4.0,3.0,1.0,5,1,0,1,0,1,1,0,Condominium,Freehold,Non Bumi Lot,Low,Selangor
380000,1200.0,3.0,2.0,1.0,5,0,0,0,0,0,0,0,Condominium,Freehold,Non Bumi Lot,High,Johor
250000,1001.0,4.0,2.0,1.0,0,0,0,0,0,0,0,0,Apartment,Leasehold,Non Bumi Lot,Low,Johor
155000,850.0,3.0,2.0,1.0,1,0,0,0,0,0,0,0,Flat,Freehold,Non Bumi Lot,Medium,Johor
79000,700.0,3.0,2.0,1.0,0,0,0,0,0,0,0,0,Flat,Freehold,Non Bumi Lot,High,Johor
360000,1431.0,3.0,2.0,1.0,11,0,0,0,0,0,0,0,Condominium,Freehold,Non Bumi Lot,Unknown,Selangor
260000,850.0,3.0,2.0,1.0,9,0,0,0,0,0,0,0,Condominium,Leasehold,Bumi Lot,High,Selangor
175000,667.0,3.0,2.0,1.0,4,0,0,0,0,0,0,0,Apartment,Leasehold,Bumi Lot,Medium,Selangor
715000,1711.0,3.0,3.0,2.0,11,0,0,0,0,0,0,0,Condominium,Leasehold,Non Bumi Lot,High,Selangor
410000,1003.0,3.0,2.0,1.0,5,1,0,0,0,1,1,0,Condominium,Leasehold,Bumi Lot,Medium,Selangor
470000,1300.0,3.0,3.0,1.0,11,0,0,0,0,0,0,0,Condominium,Freehold,Non Bumi Lot,Medium,Penang
410000,1003.0,3.0,2.0,1.0,5,1,0,0,0,1,1,0,Condominium,Leasehold,Bumi Lot,Medium,Selangor
390000,1210.0,3.0,2.0,2.0,9,0,0,0,0,0,0,0,Condominium,Leasehold,Non Bumi Lot,Medium,Selangor
260000,910.0,3.0,2.0,1.0,2,1,0,0,0,1,1,0,Apartment,Leasehold,Bumi Lot,High,Selangor
213000,750.0,3.0,2.0,1.0,7,1,1,1,0,1,1,0,Flat,Leasehold,Bumi Lot,Medium,Selangor
240000,753.0,3.0,2.0,1.0,3,0,1,0,0,0,0,0,Apartment,Freehold,Non Bumi Lot,High,Selangor
295000,1054.0,3.0,2.0,2.0,12,0,0,0,0,0,0,0,Condominium,Freehold,Non Bumi Lot,Medium,Selangor
888000,1411.0,2.0,2.0,1.0,9,1,1,0,1,1,1,0,Condominium,Freehold,Non Bumi Lot,Medium,Kuala Lumpur
265000,856.0,3.0,2.0,1.0,9,0,0,0,0,1,0,0,Apartment,Leasehold,Bumi Lot,Medium,Selangor
190000,700.0,3.0,2.0,1.0,1,1,1,1,1,1,1,0,Apartment,Leasehold,Bumi Lot,Medium,Selangor
258000,912.0,3.0,2.0,1.0,1,0,0,0,0,0,0,0,Apartment,Freehold,Non Bumi Lot,Low,Johor
249000,842.0,3.0,2.0,1.0,7,1,0,0,0,1,0,0,Service Residence,Leasehold,Bumi Lot,High,Selangor
2300000,1853.0,4.0,6.0,2.0,11,0,0,0,0,0,0,0,Condominium,Freehold,Non Bumi Lot,High,Kuala Lumpur
220000,791.0,3.0,2.0,1.0,4,0,0,0,0,0,0,1,Apartment,Freehold,Bumi Lot,High,Selangor
500000,1055.0,2.0,2.0,1.0,9,0,0,0,0,0,0,0,Service Residence,Leasehold,Non Bumi Lot,High,Melaka
205000,778.0,3.0,2.0,1.0,6,0,0,0,0,0,0,0,Apartment,Leasehold,Bumi Lot,Medium,Selangor
358000,1023.0,3.0,2.0,1.0,0,0,0,0,0,0,0,0,Apartment,Freehold,Non Bumi Lot,Low,Johor
250000,950.0,3.0,2.0,1.0,9,0,0,0,0,0,0,0,Condominium,Freehold,Non Bumi Lot,Low,Johor
255000,750.0,3.0,2.0,1.0,5,0,0,0,0,0,0,0,Apartment,Leasehold,Bumi Lot,Medium,Selangor
230000,410.0,2.0,1.0,1.0,1,0,0,0,0,0,0,0,Apartment,Leasehold,Non Bumi Lot,Low,Sabah
220000,818.0,3.0,2.0,1.0,7,0,0,0,0,0,0,0,Apartment,Leasehold,Non Bumi Lot,Medium,Johor
210000,1001.0,3.0,2.0,1.0,0,0,0,0,0,0,0,0,Apartment,Leasehold,Non Bumi Lot,High,Johor
350000,947.0,3.0,2.0,1.0,4,0,0,0,0,0,0,0,Service Residence,Leasehold,Non Bumi Lot,Medium,Johor
250000,560.0,2.0,1.0,1.0,0,0,0,0,0,0,0,0,Studio,Freehold,Non Bumi Lot,Medium,Selangor
135000,650.0,3.0,1.0,1.0,2,1,1,1,0,0,1,0,Flat,Leasehold,Non Bumi Lot,Medium,Selangor
125000,624.0,2.0,1.0,1.0,0,0,0,0,0,0,0,0,Apartment,Leasehold,Non Bumi Lot,Unknown,Sarawak
340000,841.0,2.0,2.0,1.0,2,0,0,0,0,0,0,0,Apartment,Freehold,Non Bumi Lot,Unknown,Sarawak
350000,841.0,2.0,2.0,1.0,2,0,0,0,0,0,0,0,Apartment,Freehold,Non Bumi Lot,Unknown,Sarawak
138000,624.0,2.0,1.0,1.0,0,0,0,0,0,0,0,0,Apartment,Leasehold,Non Bumi Lot,Unknown,Sarawak
390000,921.0,2.0,2.0,1.0,0,0,0,0,0,0,0,0,Apartment,Leasehold,Non Bumi Lot,Unknown,Sarawak
290000,640.0,2.0,2.0,1.0,3,0,0,0,0,0,0,0,Apartment,Leasehold,Bumi Lot,Unknown,Sarawak
700000,1475.0,3.0,2.0,2.0,8,0,0,0,0,0,0,0,Condominium,Leasehold,Non Bumi Lot,Unknown,Sarawak
580000,1077.0,2.0,2.0,2.0,10,0,0,0,0,0,0,0,Apartment,Leasehold,Non Bumi Lot,Unknown,Sarawak
600000,1077.0,2.0,2.0,2.0,10,0,0,0,0,0,0,0,Apartment,Leasehold,Non Bumi Lot,Unknown,Sarawak
688000,948.0,2.0,2.0,1.0,5,0,0,0,0,0,0,0,Condominium,Leasehold,Non Bumi Lot,Unknown,Sarawak
380000,1316.0,3.0,2.0,1.0,6,0,0,0,0,0,0,0,Condominium,Leasehold,Non Bumi Lot,Unknown,Sarawak
220000,1085.0,3.0,2.0,1.0,2,0,0,0,0,0,0,0,Apartment,Leasehold,Non Bumi Lot,Unknown,Sarawak
168000,660.0,2.0,1.0,1.0,0,0,0,0,0,0,0,0,Apartment,Leasehold,Non Bumi Lot,Unknown,Sarawak
275000,818.0,3.0,2.0,1.0,0,0,0,0,0,0,0,0,Apartment,Leasehold,Non Bumi Lot,Unknown,Sarawak
325000,802.0,3.0,2.0,1.0,0,0,0,0,0,0,0,0,Apartment,Leasehold,Non Bumi Lot,Unknown,Sarawak
300000,806.0,3.0,2.0,1.0,0,0,0,0,0,0,0,0,Apartment,Leasehold,Non Bumi Lot,Unknown,Sarawak
550000,1087.0,3.0,3.0,2.0,6,0,0,0,0,0,0,0,Apartment,Leasehold,Non Bumi Lot,Unknown,Sarawak
188000,929.0,3.0,2.0,1.0,0,0,0,0,0,0,0,0,Apartment,Leasehold,Non Bumi Lot,Unknown,Sarawak
540000,1300.0,3.0,2.0,2.0,5,0,0,0,0,0,0,0,Apartment,Leasehold,Non Bumi Lot,Medium,Sarawak
480000,1399.0,3.0,2.0,1.0,1,0,0,0,0,0,0,0,Apartment,Leasehold,Non Bumi Lot,Low,Sarawak
78000,450.0,2.0,1.0,1.0,0,0,0,0,0,0,0,0,Flat,Leasehold,Non Bumi Lot,Unknown,Sarawak
280000,806.0,3.0,2.0,1.0,0,0,0,0,0,0,0,0,Apartment,Leasehold,Non Bumi Lot,Unknown,Sarawak
220000,657.0,3.0,2.0,1.0,5,1,1,1,1,0,1,0,Flat,Leasehold,Bumi Lot,High,Selangor
430000,1680.0,3.0,2.0,1.0,1,0,0,0,0,0,0,0,Apartment,Leasehold,Non Bumi Lot,Unknown,Sarawak
188000,700.0,3.0,2.0,1.0,0,0,0,0,0,0,0,0,Apartment,Leasehold,Non Bumi Lot,Unknown,Sarawak
600000,1257.0,4.0,3.0,2.0,12,0,0,0,0,0,0,0,Apartment,Leasehold,Non Bumi Lot,Unknown,Sarawak
270000,806.0,3.0,2.0,1.0,0,0,0,0,0,0,0,0,Apartment,Leasehold,Non Bumi Lot,Unknown,Sarawak
390000,1226.0,2.0,1.0,1.0,0,0,0,0,0,0,0,0,Service Residence,Leasehold,Non Bumi Lot,Medium,Sarawak
158000,660.0,2.0,1.0,1.0,0,0,0,0,0,0,0,0,Apartment,Leasehold,Non Bumi Lot,Unknown,Sarawak
950000,2400.0,3.0,3.0,2.0,8,0,0,0,0,0,0,0,Condominium,Freehold,Non Bumi Lot,High,Penang
365000,1195.0,3.0,2.0,1.0,7,0,0,0,0,0,0,0,Condominium,Freehold,Non Bumi Lot,Medium,Kuala Lumpur
330000,909.0,3.0,2.0,1.0,8,1,1,1,1,1,1,1,Condominium,Leasehold,Bumi Lot,Medium,Kuala Lumpur
350000,1288.0,3.0,2.0,1.0,0,0,0,0,0,0,0,0,Apartment,Leasehold,Non Bumi Lot,Unknown,Sarawak
330000,830.0,3.0,2.0,1.0,6,1,0,1,0,1,1,0,Apartment,Leasehold,Bumi Lot,High,Kuala Lumpur
185000,530.0,2.0,1.0,1.0,3,1,1,1,1,0,0,0,Flat,Leasehold,Bumi Lot,High,Kuala Lumpur
240000,850.0,3.0,2.0,1.0,5,0,0,0,0,0,0,0,Apartment,Leasehold,Bumi Lot,Low,Selangor
1100000,1646.0,3.0,2.0,2.0,7,0,0,0,0,0,0,0,Condominium,Freehold,Non Bumi Lot,High,Penang
310000,1288.0,3.0,2.0,1.0,0,0,0,0,0,0,0,0,Apartment,Leasehold,Non Bumi Lot,Unknown,Sarawak
170000,650.0,3.0,2.0,1.0,3,1,0,1,0,0,1,0,Apartment,Freehold,Non Bumi Lot,Medium,Selangor
430000,1142.0,4.0,2.0,1.0,5,0,0,0,0,0,0,0,Condominium,Leasehold,Non Bumi Lot,Medium,Kuala Lumpur
165000,548.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,Service Residence,Leasehold,Non Bumi Lot,Medium,Sarawak
298000,810.0,2.0,2.0,1.0,0,0,0,0,0,0,0,0,Service Residence,Freehold,Non Bumi Lot,Medium,Johor
480000,1600.0,3.0,2.0,1.0,4,0,0,0,0,0,0,0,Apartment,Leasehold,Non Bumi Lot,Medium,Sarawak
250000,632.0,3.0,2.0,1.0,2,0,0,0,0,0,0,0,Apartment,Leasehold,Non Bumi Lot,High,Sarawak
270000,726.0,2.0,2.0,1.0,4,1,1,0,1,0,1,0,Condominium,Freehold,Bumi Lot,Medium,Kuala Lumpur
500000,1600.0,3.0,2.0,1.0,2,0,0,0,0,0,0,0,Apartment,Leasehold,Non Bumi Lot,Medium,Sarawak
690000,850.0,3.0,2.0,2.0,9,0,0,0,0,0,0,0,Condominium,Leasehold,Non Bumi Lot,Unknown,Penang
380000,1055.0,3.0,2.0,1.0,3,1,1,1,0,0,0,0,Apartment,Leasehold,Bumi Lot,Medium,Kuala Lumpur
400000,915.0,3.0,2.0,1.0,4,1,1,0,1,1,1,0,Condominium,Freehold,Non Bumi Lot,Unknown,Selangor
250000,941.0,3.0,2.0,1.0,5,0,0,0,0,0,0,0,Apartment,Leasehold,Bumi Lot,Low,Kuala Lumpur
185000,500.0,1.0,1.0,1.0,14,0,0,0,0,0,0,0,Condominium,Freehold,Bumi Lot,High,Selangor
230000,720.0,3.0,2.0,1.0,0,0,0,0,0,0,0,0,Apartment,Freehold,Non Bumi Lot,Low,Selangor
198000,850.0,3.0,2.0,1.0,4,0,0,0,0,0,0,0,Apartment,Leasehold,Bumi Lot,High,Selangor
280000,830.0,3.0,2.0,1.0,4,1,1,1,1,0,1,0,Apartment,Leasehold,Non Bumi Lot,Medium,Selangor
370000,893.0,3.0,2.0,1.0,3,0,0,0,0,0,0,0,Apartment,Leasehold,Non Bumi Lot,Unknown,Sarawak
255000,855.0,2.0,2.0,1.0,8,0,0,0,0,0,0,0,Condominium,Leasehold,Non Bumi Lot,Medium,Kuala Lumpur
220000,800.0,3.0,2.0,2.0,8,0,0,0,0,0,0,0,Apartment,Freehold,Non Bumi Lot,Medium,Selangor
188000,678.0,3.0,1.0,1.0,0,0,0,0,0,0,0,0,Flat,Freehold,Non Bumi Lot,Low,Johor
285000,965.0,4.0,2.0,2.0,0,0,0,0,0,0,0,0,Condominium,Freehold,Non Bumi Lot,Unknown,Kuala Lumpur
420000,1550.0,5.0,3.0,1.0,14,1,0,0,0,1,1,0,Condominium,Leasehold,Non Bumi Lot,Medium,Selangor
230000,1000.0,3.0,2.0,1.0,0,0,0,0,0,0,0,0,Apartment,Leasehold,Non Bumi Lot,Low,Sarawak
390000,1043.0,3.0,2.0,1.0,7,1,1,0,1,0,1,0,Apartment,Freehold,Non Bumi Lot,Unknown,Kuala Lumpur
330000,920.0,3.0,2.0,2.0,8,1,0,0,1,1,1,0,Condominium,Leasehold,Non Bumi Lot,Unknown,Kuala Lumpur
1028000,2987.0,5.0,4.0,2.0,14,0,0,0,0,0,0,0,Condominium,Leasehold,Non Bumi Lot,Medium,Selangor
600000,1038.0,3.0,3.0,1.0,14,0,0,0,0,0,0,0,Service Residence,Leasehold,Non Bumi Lot,Low,Sabah
225000,750.0,3.0,2.0,1.0,1,1,1,1,0,1,1,0,Flat,Leasehold,Bumi Lot,High,Selangor
199000,950.0,3.0,2.0,1.0,3,0,0,0,0,0,0,0,Apartment,Freehold,Non Bumi Lot,Low,Selangor
650000,1281.0,3.0,4.0,1.0,7,1,1,1,0,1,1,0,Condominium,Leasehold,Bumi Lot,Medium,Kuala Lumpur
868000,1540.0,3.0,2.0,2.0,9,0,0,0,0,0,0,0,Condominium,Leasehold,Non Bumi Lot,Unknown,Selangor
580000,1300.0,3.0,2.0,1.0,3,1,1,0,0,1,1,0,Condominium,Leasehold,Non Bumi Lot,Unknown,Kuala Lumpur
1080000,1828.0,3.0,2.0,2.0,8,1,1,1,0,1,1,1,Condominium,Freehold,Non Bumi Lot,Unknown,Kuala Lumpur
78000,495.0,2.0,1.0,1.0,0,0,0,0,0,0,0,0,Flat,Leasehold,Non Bumi Lot,Low,Sarawak
350000,1288.0,3.0,2.0,1.0,0,0,0,0,0,0,0,0,Apartment,Leasehold,Non Bumi Lot,Medium,Sarawak
220000,703.0,3.0,2.0,1.0,2,0,0,0,0,0,0,0,Apartment,Leasehold,Non Bumi Lot,High,Sarawak
479000,904.0,3.0,2.0,2.0,13,0,0,0,0,0,0,0,Condominium,Freehold,Bumi Lot,High,Putrajaya
430000,1075.0,3.0,2.0,1.0,9,0,0,0,0,0,0,0,Condominium,Freehold,Non Bumi Lot,Medium,Kuala Lumpur
490000,947.0,2.0,2.0,1.0,6,0,0,0,0,0,0,0,Condominium,Freehold,Non Bumi Lot,Unknown,Penang
688000,1009.0,3.0,2.0,2.0,12,0,0,0,0,0,0,0,Service Residence,Leasehold,Non Bumi Lot,Low,Selangor
445300,1110.0,3.0,2.0,2.0,0,0,0,0,0,0,0,0,Condominium,Freehold,Non Bumi Lot,Medium,Unknown
448000,1183.0,3.0,2.0,2.0,1,0,0,0,0,0,0,0,Condominium,Freehold,Non Bumi Lot,Medium,Penang
620000,1300.0,3.0,2.0,2.0,10,0,0,0,0,0,0,0,Condominium,Freehold,Non Bumi Lot,Unknown,Penang
268000,850.0,3.0,2.0,1.0,9,0,0,0,0,0,0,0,Apartment,Freehold,Non Bumi Lot,Medium,Johor
288000,925.0,3.0,2.0,1.0,4,0,0,0,0,0,0,0,Apartment,Leasehold,Non Bumi Lot,Medium,Johor
700000,1280.0,3.0,2.0,2.0,10,1,1,1,0,1,1,0,Condominium,Leasehold,Non Bumi Lot,Medium,Kuala Lumpur
270000,550.0,1.0,1.0,1.0,12,0,0,0,0,0,0,0,Condominium,Freehold,Non Bumi Lot,Unknown,Selangor
450000,878.0,3.0,2.0,2.0,0,0,0,0,0,0,0,0,Service Residence,Freehold,Non Bumi Lot,Unknown,Kuala Lumpur
300000,810.0,3.0,2.0,1.0,0,0,0,0,0,0,0,0,Service Residence,Leasehold,Non Bumi Lot,Unknown,Kuala Lumpur
380000,1062.0,3.0,3.0,1.0,0,0,0,0,0,0,0,0,Condominium,Leasehold,Bumi Lot,Unknown,Unknown
520000,1400.0,4.0,2.0,1.0,0,0,0,0,0,0,0,0,Condominium,Leasehold,Non Bumi Lot,Unknown,Sarawak
400000,1141.0,3.0,2.0,4.0,0,0,0,0,0,0,0,0,Condominium,Leasehold,Non Bumi Lot,High,Johor
550000,633.0,1.0,1.0,1.0,10,1,1,0,1,1,1,0,Service Residence,Leasehold,Non Bumi Lot,Low,Kuala Lumpur
165000,670.0,3.0,2.0,1.0,2,0,0,0,0,0,0,0,Apartment,Leasehold,Non Bumi Lot,Medium,Selangor
448000,1114.0,3.0,2.0,2.0,1,0,0,0,0,0,0,0,Condominium,Freehold,Non Bumi Lot,Medium,Penang
447500,1114.0,3.0,2.0,2.0,0,0,0,0,0,0,0,0,Condominium,Freehold,Non Bumi Lot,Medium,Unknown
448000,1114.0,3.0,2.0,2.0,8,0,0,0,0,0,0,0,Condominium,Freehold,Non Bumi Lot,Medium,Penang
385000,592.0,3.0,2.0,1.0,0,0,0,0,0,0,0,0,Others,Freehold,Non Bumi Lot,Unknown,Kuala Lumpur
447500,1112.0,3.0,2.0,2.0,0,0,0,0,0,0,0,0,Condominium,Freehold,Non Bumi Lot,Medium,Penang
560000,1005.0,2.0,2.0,1.0,11,0,0,0,0,0,0,0,Condominium,Freehold,Non Bumi Lot,Medium,Johor
330000,742.0,3.0,2.0,1.0,8,1,1,0,1,1,1,0,Apartment,Freehold,Non Bumi Lot,Low,Selangor
260000,850.0,3.0,2.0,1.0,1,0,0,0,0,0,0,0,Duplex,Leasehold,Non Bumi Lot,Medium,Sabah
250000,992.0,3.0,2.0,1.0,0,0,0,0,0,0,0,0,Apartment,Freehold,Bumi Lot,Medium,Selangor
135000,687.0,3.0,2.0,1.0,2,1,0,0,0,0,0,0,Apartment,Leasehold,Bumi Lot,High,Selangor
520000,1165.0,3.0,2.0,2.0,10,0,0,0,0,0,0,0,Condominium,Freehold,Non Bumi Lot,Unknown,Penang
600000,1315.0,3.0,2.0,2.0,10,0,0,0,0,0,0,0,Condominium,Freehold,Non Bumi Lot,Unknown,Penang
500000,1165.0,3.0,2.0,2.0,11,0,0,0,0,0,0,0,Condominium,Freehold,Non Bumi Lot,Unknown,Penang
2500000,5000.0,5.0,5.0,3.0,13,1,1,1,1,1,0,0,Condominium,Leasehold,Bumi Lot,Unknown,Kuala Lumpur
620000,1450.0,3.0,2.0,1.0,10,1,1,1,1,1,0,0,Condominium,Leasehold,Bumi Lot,Low,Kuala Lumpur
650000,1382.0,3.0,2.0,2.0,14,1,1,1,1,1,0,0,Condominium,Leasehold,Bumi Lot,Medium,Kuala Lumpur
155000,494.0,2.0,1.0,1.0,0,0,0,0,0,0,0,0,Flat,Freehold,Non Bumi Lot,Medium,Johor
188000,753.0,3.0,2.0,2.0,0,0,0,0,0,0,0,0,Flat,Freehold,Non Bumi Lot,High,Johor
170000,850.0,3.0,2.0,1.0,0,0,0,0,0,0,0,0,Apartment,Freehold,Bumi Lot,Low,Negeri Sembilan
385000,1274.0,3.0,2.0,2.0,5,0,0,0,0,0,0,0,Apartment,Freehold,Non Bumi Lot,Medium,Selangor
300000,829.0,3.0,2.0,1.0,6,0,0,0,0,0,0,0,Apartment,Freehold,Non Bumi Lot,Medium,Kuala Lumpur
450000,1246.0,3.0,3.0,1.0,6,1,0,0,1,0,0,0,Condominium,Leasehold,Non Bumi Lot,Medium,Selangor
538000,1579.0,4.0,3.0,2.0,14,0,0,0,0,0,0,0,Condominium,Freehold,Non Bumi Lot,Medium,Selangor
380000,1316.0,3.0,2.0,1.0,5,0,0,0,0,0,0,0,Condominium,Leasehold,Non Bumi Lot,Low,Sarawak
570000,2526.0,3.0,4.0,1.0,0,0,0,0,0,0,0,0,Others,Leasehold,Non Bumi Lot,Low,Sarawak
400000,1004.0,3.0,2.0,3.0,14,0,0,0,0,0,0,0,Condominium,Freehold,Non Bumi Lot,Medium,Kuala Lumpur
338000,1000.0,3.0,2.0,1.0,5,0,0,0,0,0,0,0,Apartment,Leasehold,Non Bumi Lot,Low,Penang
338000,991.0,3.0,2.0,1.0,6,0,0,0,0,0,0,0,Condominium,Freehold,Non Bumi Lot,High,Melaka
370000,1050.0,3.0,2.0,3.0,14,0,0,0,0,0,0,0,Condominium,Freehold,Non Bumi Lot,Medium,Kuala Lumpur
380000,807.0,3.0,2.0,2.0,12,0,0,0,0,0,0,0,Service Residence,Freehold,Non Bumi Lot,Medium,Selangor
148000,660.0,3.0,1.0,1.0,0,0,0,0,0,0,0,0,Flat,Leasehold,Non Bumi Lot,Low,Melaka
170000,650.0,3.0,2.0,1.0,0,0,0,0,0,0,0,0,Apartment,Leasehold,Non Bumi Lot,Unknown,Selangor
930000,1710.0,4.0,4.0,2.0,12,1,0,0,0,1,1,0,Condominium,Freehold,Non Bumi Lot,Low,Kuala Lumpur
628000,1463.0,3.0,2.0,1.0,8,0,0,0,0,0,0,0,Condominium,Freehold,Non Bumi Lot,Medium,Penang
348000,991.0,2.0,2.0,2.0,8,0,0,0,0,0,0,0,Condominium,Freehold,Bumi Lot,Medium,Selangor
190000,720.0,3.0,2.0,1.0,2,0,0,0,0,0,0,0,Apartment,Freehold,Non Bumi Lot,Medium,Penang
675000,800.0,2.0,2.0,1.0,13,0,0,0,0,0,0,0,Condominium,Freehold,Non Bumi Lot,Medium,Penang
450000,882.0,3.0,2.0,2.0,11,1,1,0,0,1,1,0,Service Residence,Freehold,Non Bumi Lot,Low,Selangor
500000,1059.0,4.0,2.0,1.0,10,0,0,0,0,0,0,0,Service Residence,Freehold,Non Bumi Lot,Low,Kuala Lumpur
168000,710.0,3.0,2.0,1.0,1,0,0,0,0,0,0,0,Apartment,Leasehold,Non Bumi Lot,Low,Johor
1300000,2300.0,5.0,3.0,3.0,13,0,0,0,0,0,0,0,Condominium,Leasehold,Bumi Lot,Low,Selangor
750000,1828.0,4.0,3.0,2.0,13,1,1,1,1,1,0,0,Condominium,Leasehold,Non Bumi Lot,Medium,Kuala Lumpur
487000,1000.0,3.0,2.0,2.0,9,0,0,0,0,0,0,0,Condominium,Freehold,Non Bumi Lot,Unknown,Penang
358000,1200.0,3.0,2.0,2.0,10,0,0,0,0,0,0,0,Apartment,Leasehold,Non Bumi Lot,Medium,Johor
235000,700.0,3.0,2.0,1.0,0,0,0,0,0,0,0,0,Apartment,Leasehold,Non Bumi Lot,Medium,Penang
220000,550.0,2.0,2.0,1.0,0,0,0,0,0,0,0,0,Apartment,Leasehold,Non Bumi Lot,Low,Penang
255000,1000.0,3.0,2.0,1.0,5,0,0,0,0,0,0,0,Apartment,Freehold,Non Bumi Lot,Low,Melaka
420000,1044.0,3.0,2.0,2.0,11,0,0,0,1,0,0,0,Service Residence,Freehold,Non Bumi Lot,Unknown,Selangor
280000,875.0,3.0,2.0,2.0,5,1,0,0,0,1,1,0,Apartment,Freehold,Non Bumi Lot,Unknown,Selangor
325000,850.0,3.0,2.0,2.0,7,0,0,0,0,0,0,0,Condominium,Freehold,Non Bumi Lot,Unknown,Selangor
440000,1100.0,3.0,2.0,1.0,9,0,0,0,0,0,0,0,Condominium,Freehold,Bumi Lot,High,Kuala Lumpur
300000,1141.0,3.0,2.0,1.0,0,0,0,0,0,0,0,0,Condominium,Freehold,Non Bumi Lot,Low,Unknown
650000,2233.0,4.0,4.0,1.0,0,0,0,0,0,0,0,0,Condominium,Leasehold,Non Bumi Lot,High,Sarawak
449000,2080.0,5.0,4.0,1.0,0,0,0,0,0,0,0,0,Apartment,Leasehold,Non Bumi Lot,Unknown,Johor
600000,1025.0,3.0,2.0,1.0,7,1,0,0,0,1,1,0,Condominium,Freehold,Non Bumi Lot,Low,Kuala Lumpur
160000,513.0,2.0,1.0,1.0,0,0,0,0,0,0,0,0,Flat,Freehold,Non Bumi Lot,Unknown,Penang
350000,872.0,2.0,2.0,1.0,0,0,0,0,0,0,0,0,Condominium,Leasehold,Non Bumi Lot,Unknown,Johor
230000,700.0,3.0,2.0,1.0,2,0,0,0,0,0,0,0,Apartment,Freehold,Non Bumi Lot,Medium,Penang
540000,1005.0,2.0,2.0,1.0,12,0,0,0,0,0,0,0,Condominium,Freehold,Non Bumi Lot,Unknown,Johor
118000,517.0,2.0,1.0,1.0,0,0,0,0,0,0,0,0,Flat,Freehold,Non Bumi Lot,Medium,Johor
520000,918.0,4.0,2.0,2.0,11,0,0,0,0,0,0,0,Service Residence,Freehold,Non Bumi Lot,High,Kuala Lumpur
200000,807.0,3.0,2.0,1.0,4,0,0,0,0,0,0,0,Apartment,Leasehold,Non Bumi Lot,Medium,Unknown
99000,645.0,3.0,2.0,1.0,2,1,0,0,0,0,0,0,Apartment,Freehold,Non Bumi Lot,Medium,Selangor
108000,790.0,3.0,2.0,1.0,3,1,0,0,0,1,0,0,Apartment,Freehold,Non Bumi Lot,Medium,Selangor
528000,1035.0,3.0,2.0,1.0,9,0,0,0,0,0,0,0,Apartment,Freehold,Non Bumi Lot,Medium,Johor
98000,520.0,2.0,1.0,1.0,0,0,0,0,0,0,0,0,Flat,Freehold,Bumi Lot,Low,Johor
188000,624.0,2.0,1.0,1.0,0,0,0,0,0,0,0,0,Flat,Leasehold,Non Bumi Lot,High,Kuala Lumpur
600000,934.0,3.0,2.0,2.0,6,1,0,1,1,1,1,0,Service Residence,Freehold,Non Bumi Lot,High,Kuala Lumpur
560000,1085.0,3.0,2.0,2.0,11,1,0,1,1,1,0,0,Service Residence,Freehold,Non Bumi Lot,Medium,Kuala Lumpur
770000,1234.0,3.0,2.0,2.0,9,0,0,0,0,0,0,0,Condominium,Leasehold,Non Bumi Lot,High,Kuala Lumpur
350000,635.0,1.0,1.0,1.0,7,0,0,0,0,0,1,0,Service Residence,Freehold,Non Bumi Lot,Unknown,Selangor
488000,818.0,2.0,2.0,1.0,8,0,0,0,0,0,0,0,Condominium,Freehold,Non Bumi Lot,High,Johor
488000,818.0,2.0,2.0,1.0,5,0,0,0,0,0,0,0,Condominium,Freehold,Non Bumi Lot,High,Johor
488000,818.0,2.0,2.0,1.0,4,0,0,0,0,0,0,0,Condominium,Freehold,Non Bumi Lot,High,Johor
265000,608.0,2.0,1.0,1.0,2,0,0,0,0,0,0,0,Apartment,Leasehold,Bumi Lot,Low,Sabah
485000,815.0,3.0,2.0,2.0,14,1,0,0,0,1,0,0,Service Residence,Freehold,Non Bumi Lot,Low,Selangor
330000,837.0,3.0,2.0,1.0,8,0,0,0,0,0,0,0,Condominium,Freehold,Non Bumi Lot,Low,Penang
650000,1010.0,4.0,2.0,2.0,10,1,1,1,0,1,1,0,Service Residence,Freehold,Non Bumi Lot,Medium,Kuala Lumpur
175000,750.0,3.0,2.0,1.0,0,0,0,0,0,0,0,0,Apartment,Freehold,Non Bumi Lot,Medium,Sarawak
130000,646.0,2.0,1.0,1.0,0,0,0,0,0,0,0,0,Apartment,Leasehold,Non Bumi Lot,Medium,Sarawak
