row_index,listing_id,repeat_group_id,repeat_level,group_size,level1_match_group_id,level2_match_group_id
1911,103789731,RG_0101,Level 3 - possible repeat,3,,
1920,103790031,RG_0144,Level 2 - strong repeat,3,,L2_0017
1924,103758407,RG_0143,Level 1 - exact duplicate,3,L1_0012,L2_0016
1925,103758389,RG_0143,Level 1 - exact duplicate,3,L1_0012,L2_0016
1939,103538513,RG_0145,Level 1 - exact duplicate,2,L1_0013,L2_0018
1955,102652094,RG_0146,Level 3 - possible repeat,2,,
1957,102652195,RG_0146,Level 3 - possible repeat,2,,
1972,103789305,RG_0085,Level 3 - possible repeat,2,,
1983,103492444,RG_0147,Level 3 - possible repeat,2,,
1984,103588026,RG_0148,Level 3 - possible repeat,2,,
1986,103607231,RG_0148,Level 3 - possible repeat,2,,
1995,103788715,RG_0101,Level 3 - possible repeat,3,,
2014,103541232,RG_0105,Level 3 - possible repeat,2,,
2015,103180566,RG_0149,Level 3 - possible repeat,2,,
2025,103623086,RG_0150,Level 3 - possible repeat,2,,
2032,103407021,RG_0145,Level 1 - exact duplicate,2,L1_0013,L2_0018
2046,103678086,RG_0151,Level 3 - possible repeat,2,,
2055,102229930,RG_0152,Level 1 - exact duplicate,2,L1_0014,L2_0019
2056,102999030,RG_0153,Level 3 - possible repeat,2,,
2067,103667717,RG_0154,Level 3 - possible repeat,2,,
2077,103787933,RG_0155,Level 3 - possible repeat,2,,
2078,103787934,RG_0132,Level 3 - possible repeat,2,,
2109,102663507,RG_0156,Level 3 - possible repeat,2,,
2119,103787665,RG_0151,Level 3 - possible repeat,2,,
2121,103493595,RG_0157,Level 2 - strong repeat,3,,L2_0020
2122,103190155,RG_0157,Level 2 - strong repeat,3,,L2_0020
2123,103458653,RG_0158,Level 3 - possible repeat,2,,
2138,103787448,RG_0034,Level 3 - possible repeat,2,,
2142,93588831,RG_0058,Level 3 - possible repeat,2,,
2145,103373098,RG_0007,Level 3 - possible repeat,2,,
2146,102371463,RG_0045,Level 2 - strong repeat,3,,L2_0004
2160,103446635,RG_0159,Level 1 - exact duplicate,2,L1_0015,L2_0021
2162,103672953,RG_0041,Level 3 - possible repeat,2,,
2165,103499703,RG_0160,Level 3 - possible repeat,2,,
2172,101758761,RG_0131,Level 3 - possible repeat,2,,
2195,103470394,RG_0159,Level 1 - exact duplicate,2,L1_0015,L2_0021
2199,103786760,RG_0161,Level 3 - possible repeat,2,,
2201,103786756,RG_0162,Level 3 - possible repeat,2,,
2210,101727527,RG_0038,Level 3 - possible repeat,3,,
2214,103403632,RG_0163,Level 3 - possible repeat,2,,
2216,102832519,RG_0028,Level 3 - possible repeat,2,,
2232,103662225,RG_0150,Level 3 - possible repeat,2,,
2270,94044194,RG_0077,Level 1 - exact duplicate,2,L1_0005,L2_0007
2271,103786227,RG_0108,Level 3 - possible repeat,2,,
2273,100227559,RG_0032,Level 3 - possible repeat,2,,
2275,102777872,RG_0039,Level 3 - possible repeat,2,,
2295,103411581,RG_0164,Level 3 - possible repeat,2,,
2298,103631940,RG_0010,Level 3 - possible repeat,4,,
2302,103785996,RG_0018,Level 3 - possible repeat,2,,
2323,101967616,RG_0165,Level 3 - possible repeat,2,,
2327,103468768,RG_0129,Level 3 - possible repeat,3,,
2329,103053777,RG_0128,Level 3 - possible repeat,3,,
2332,103245356,RG_0135,Level 3 - possible repeat,2,,
2333,103356892,RG_0137,Level 3 - possible repeat,2,,
2347,101997596,RG_0166,Level 3 - possible repeat,2,,
