Model,Trim_Level,Removal_Percent,listing_id,scenario_b_fold,actual_price_RM,predicted_price_RM
Ridge Regression,0%,0.0,98187451,2,340000.0,638024.7103011359
Ridge Regression,0%,0.0,101683090,3,250000.0,309887.80423207965
Ridge Regression,0%,0.0,103792905,2,230000.0,215612.3039497833
Ridge Regression,0%,0.0,103806240,3,158000.0,140095.50743991774
Ridge Regression,0%,0.0,103806234,5,305000.0,321101.310050502
Ridge Regression,0%,0.0,103739787,4,425000.0,502276.1682420919
Ridge Regression,0%,0.0,103690767,1,230000.0,262190.34744221263
Ridge Regression,0%,0.0,103615852,4,200000.0,192741.11874306368
Ridge Regression,0%,0.0,103615849,4,275000.0,324059.37944685976
Ridge Regression,0%,0.0,102460346,1,300000.0,243744.61303986295
Ridge Regression,0%,0.0,103806285,2,265000.0,218518.89256793476
Ridge Regression,0%,0.0,103739661,4,790000.0,845651.739273704
Ridge Regression,0%,0.0,103696451,3,230000.0,199425.47855906203
Ridge Regression,0%,0.0,103580644,4,340000.0,380430.1417696709
Ridge Regression,0%,0.0,102452522,2,230000.0,322907.2989466433
Ridge Regression,0%,0.0,103806203,5,430000.0,565908.0094476742
Ridge Regression,0%,0.0,103806202,2,155000.0,196696.89098211884
Ridge Regression,0%,0.0,103806192,4,500000.0,500998.1920942112
Ridge Regression,0%,0.0,103246638,4,350000.0,312938.20069738704
Ridge Regression,0%,0.0,103740356,2,620000.0,694198.6799782827
Ridge Regression,0%,0.0,103589322,3,310000.0,254606.43140563613
Ridge Regression,0%,0.0,103582335,2,240000.0,226847.57502075587
Ridge Regression,0%,0.0,103386504,1,500000.0,653819.9077979019
Ridge Regression,0%,0.0,103684680,2,341500.0,287220.3563243634
Ridge Regression,0%,0.0,103683568,1,230500.0,218232.2025851848
Ridge Regression,0%,0.0,103806074,3,515000.0,534724.4331599893
Ridge Regression,0%,0.0,103805967,2,200000.0,205298.5929505972
Ridge Regression,0%,0.0,103805963,3,298000.0,355491.4959031134
Ridge Regression,0%,0.0,103805953,2,418000.0,402065.8982262671
Ridge Regression,0%,0.0,103615831,1,220000.0,255583.42230252887
Ridge Regression,0%,0.0,102461841,1,320000.0,428312.4567749525
Ridge Regression,0%,0.0,101979792,1,280000.0,425404.16178867576
Ridge Regression,0%,0.0,103806053,4,1150000.0,1116505.6176272312
Ridge Regression,0%,0.0,103715477,2,320000.0,205015.26146519653
Ridge Regression,0%,0.0,103805909,2,880000.0,683203.9297830666
Ridge Regression,0%,0.0,103805998,4,550000.0,380976.02365191455
Ridge Regression,0%,0.0,103292386,3,180000.0,195979.2025580845
Ridge Regression,0%,0.0,103292345,5,200000.0,87473.01096208031
Ridge Regression,0%,0.0,103292300,5,300000.0,225566.78907117408
Ridge Regression,0%,0.0,101804692,3,438000.0,295320.35968408454
Ridge Regression,0%,0.0,100462242,4,700000.0,667267.5193689297
Ridge Regression,0%,0.0,103703580,4,195000.0,174166.79471351652
Ridge Regression,0%,0.0,103640175,1,493000.0,498459.9249799601
Ridge Regression,0%,0.0,102709021,5,195000.0,266867.38210162625
Ridge Regression,0%,0.0,103805884,1,420000.0,378500.88211841136
Ridge Regression,0%,0.0,103125815,2,255000.0,211418.6074631663
Ridge Regression,0%,0.0,103755519,5,240000.0,250041.18932170596
Ridge Regression,0%,0.0,103690820,1,350000.0,423101.6186419779
Ridge Regression,0%,0.0,102135985,3,978000.0,1122913.3761097123
Ridge Regression,0%,0.0,103637327,3,260000.0,220600.7795482993
Ridge Regression,0%,0.0,103594449,5,263000.0,243530.27256278452
Ridge Regression,0%,0.0,103142753,1,168000.0,219328.5710091071
Ridge Regression,0%,0.0,103754290,2,530000.0,412881.5525872821
Ridge Regression,0%,0.0,103805698,5,950000.0,564234.1354885768
Ridge Regression,0%,0.0,103805692,4,375000.0,392499.12278491625
Ridge Regression,0%,0.0,102399058,1,200000.0,173218.85742513556
Ridge Regression,0%,0.0,102725008,1,580000.0,542990.3681046437
Ridge Regression,0%,0.0,102664029,2,228000.0,178456.4866430029
Ridge Regression,0%,0.0,103042046,1,368000.0,349578.92253044056
Ridge Regression,0%,0.0,103805672,3,530000.0,421096.2927924991
Ridge Regression,0%,0.0,103805666,1,670000.0,656731.346404639
Ridge Regression,0%,0.0,103805719,3,295000.0,219266.97034280165
Ridge Regression,0%,0.0,103805714,4,320000.0,329822.4882497426
Ridge Regression,0%,0.0,103805712,4,410000.0,510798.70946555625
Ridge Regression,0%,0.0,102887743,3,100000.0,68545.7310295174
Ridge Regression,0%,0.0,103120855,1,148000.0,192884.34632014995
Ridge Regression,0%,0.0,103795255,3,380500.0,439039.1914393062
Ridge Regression,0%,0.0,103708653,4,620000.0,835015.3469729503
Ridge Regression,0%,0.0,103795254,4,380000.0,449120.8506348093
Ridge Regression,0%,0.0,103795238,1,380300.0,423658.1619249379
Ridge Regression,0%,0.0,103663119,3,280000.0,217728.9551405364
Ridge Regression,0%,0.0,103537807,2,300000.0,240078.72871977164
Ridge Regression,0%,0.0,101480721,3,298000.0,280927.2355754145
Ridge Regression,0%,0.0,103530633,3,469000.0,488187.2500014186
Ridge Regression,0%,0.0,103805563,3,270000.0,248346.15693025943
Ridge Regression,0%,0.0,103805555,2,320000.0,320363.89493160445
Ridge Regression,0%,0.0,102631653,1,550000.0,622258.9205586466
Ridge Regression,0%,0.0,102006980,2,470000.0,557568.246689882
Ridge Regression,0%,0.0,103805644,3,245000.0,236892.3296477293
Ridge Regression,0%,0.0,103073792,5,580000.0,530674.5651888232
Ridge Regression,0%,0.0,102725022,4,650000.0,532849.3946619063
Ridge Regression,0%,0.0,102850930,5,369900.0,398716.97314694826
Ridge Regression,0%,0.0,103149030,5,320000.0,271373.5161284581
Ridge Regression,0%,0.0,103805620,1,220000.0,155432.14373836486
Ridge Regression,0%,0.0,103805611,5,220000.0,235931.5341803209
Ridge Regression,0%,0.0,103805539,1,320000.0,348971.7327352296
Ridge Regression,0%,0.0,103581872,4,118000.0,112536.24278664208
Ridge Regression,0%,0.0,103563958,3,125000.0,118042.83539624294
Ridge Regression,0%,0.0,103443920,1,530000.0,583282.2903630234
Ridge Regression,0%,0.0,103383454,1,518000.0,734664.8488656458
Ridge Regression,0%,0.0,103351715,4,110000.0,166660.19846035057
Ridge Regression,0%,0.0,103323847,3,659900.0,628864.2690754196
Ridge Regression,0%,0.0,103293875,1,738000.0,837772.2542756972
Ridge Regression,0%,0.0,103199527,1,545000.0,717847.9556080332
Ridge Regression,0%,0.0,102738500,5,97999.0,232396.50879246937
Ridge Regression,0%,0.0,102492658,4,128000.0,109200.5079596581
Ridge Regression,0%,0.0,102343002,5,230000.0,302237.8898388942
Ridge Regression,0%,0.0,102223783,3,450000.0,436355.9128876035
Ridge Regression,0%,0.0,102211027,5,445000.0,435903.389178829
Ridge Regression,0%,0.0,100883751,3,205000.0,193129.10387364443
Ridge Regression,0%,0.0,99869405,4,135000.0,129472.97384073304
Ridge Regression,0%,0.0,103098770,3,120000.0,149942.4382144645
Ridge Regression,0%,0.0,103805449,3,290000.0,257708.80062964617
Ridge Regression,0%,0.0,102631668,1,550000.0,619702.936199168
Ridge Regression,0%,0.0,103805522,5,548000.0,652738.2951860724
Ridge Regression,0%,0.0,103805519,5,350000.0,394351.3657009966
Ridge Regression,0%,0.0,103805518,5,350000.0,326642.0557820893
Ridge Regression,0%,0.0,103805514,5,560000.0,644315.9696867217
Ridge Regression,0%,0.0,103805511,4,245000.0,291473.1244418265
Ridge Regression,0%,0.0,103805510,1,298000.0,269437.0186035829
Ridge Regression,0%,0.0,103805502,1,650000.0,431247.003441766
Ridge Regression,0%,0.0,103805427,5,1095000.0,858484.4707922356
Ridge Regression,0%,0.0,103805422,1,200000.0,317792.905131204
Ridge Regression,0%,0.0,102631678,2,437400.0,698630.9120799496
Ridge Regression,0%,0.0,101602694,1,620000.0,823763.3408347847
Ridge Regression,0%,0.0,103734716,1,290000.0,269103.1960024567
Ridge Regression,0%,0.0,102649103,4,225500.0,274021.85337101406
Ridge Regression,0%,0.0,102790896,5,465500.0,486042.5395830111
Ridge Regression,0%,0.0,103338849,1,250000.0,312664.2732869983
Ridge Regression,0%,0.0,103805308,1,850000.0,699339.3023957205
Ridge Regression,0%,0.0,101224511,1,300000.0,356217.1729655562
Ridge Regression,0%,0.0,103805444,1,488000.0,437056.6329586476
Ridge Regression,0%,0.0,103805439,1,335000.0,403288.272753469
Ridge Regression,0%,0.0,103273883,4,368000.0,260618.3307176554
Ridge Regression,0%,0.0,103805409,2,340000.0,478478.1125522415
Ridge Regression,0%,0.0,103805406,2,447000.0,475214.84337665193
Ridge Regression,0%,0.0,103805404,2,450000.0,456422.0232379459
Ridge Regression,0%,0.0,103805403,3,178000.0,241187.180601336
Ridge Regression,0%,0.0,103805401,5,220000.0,154709.83074927714
Ridge Regression,0%,0.0,103805398,2,245000.0,234559.1665712794
Ridge Regression,0%,0.0,103805396,2,300000.0,272492.2338581822
Ridge Regression,0%,0.0,103805390,4,230000.0,231289.19748381915
Ridge Regression,0%,0.0,94739862,5,630000.0,589365.7171801479
Ridge Regression,0%,0.0,100922534,4,150000.0,166622.7616787831
Ridge Regression,0%,0.0,103805375,4,235000.0,193518.6414915208
Ridge Regression,0%,0.0,103805366,1,450000.0,405148.32378878415
Ridge Regression,0%,0.0,102859087,1,345000.0,356417.4505028052
Ridge Regression,0%,0.0,100049703,1,345000.0,334208.309317528
Ridge Regression,0%,0.0,103805244,1,276000.0,194220.6190298292
Ridge Regression,0%,0.0,101557901,2,260000.0,220014.012659932
Ridge Regression,0%,0.0,103705457,3,300000.0,306474.9409072063
Ridge Regression,0%,0.0,103705756,2,555000.0,640700.5835800194
Ridge Regression,0%,0.0,103805331,3,290000.0,275375.753330812
Ridge Regression,0%,0.0,103805321,5,339000.0,420480.47535959847
Ridge Regression,0%,0.0,102920513,5,288000.0,338527.6159012335
Ridge Regression,0%,0.0,103187350,1,220000.0,391509.9572161572
Ridge Regression,0%,0.0,103805305,1,560000.0,509650.2360786026
Ridge Regression,0%,0.0,103539418,3,380000.0,335843.85859126144
Ridge Regression,0%,0.0,103050905,1,340000.0,336188.84810007585
Ridge Regression,0%,0.0,103176156,2,400000.0,503266.1669957507
Ridge Regression,0%,0.0,103050937,3,350000.0,335751.95454763283
Ridge Regression,0%,0.0,103805177,1,250000.0,305223.46864184155
Ridge Regression,0%,0.0,103805172,1,260000.0,193055.11976993992
Ridge Regression,0%,0.0,102554797,1,399000.0,466137.6229546504
Ridge Regression,0%,0.0,101907204,3,329000.0,440186.0981646985
Ridge Regression,0%,0.0,101830037,1,550000.0,479295.9446413693
Ridge Regression,0%,0.0,103805238,5,190000.0,197385.9062966309
Ridge Regression,0%,0.0,103805222,1,125000.0,151788.51176147768
Ridge Regression,0%,0.0,30964923,3,538000.0,477985.1171623287
Ridge Regression,0%,0.0,103652447,1,320000.0,356417.4505028052
Ridge Regression,0%,0.0,100049749,2,303000.0,360632.6826969717
Ridge Regression,0%,0.0,103805089,2,320000.0,369983.5501816178
Ridge Regression,0%,0.0,103805118,5,150000.0,97540.97816283142
Ridge Regression,0%,0.0,103805117,3,270000.0,311571.34945053904
Ridge Regression,0%,0.0,103805207,3,300000.0,367542.589590567
Ridge Regression,0%,0.0,103792460,2,570000.0,386236.1933293189
Ridge Regression,0%,0.0,103487988,5,420000.0,385518.8541497944
Ridge Regression,0%,0.0,103436550,1,348000.0,390183.8544214633
Ridge Regression,0%,0.0,103805030,5,365000.0,307719.5656860356
Ridge Regression,0%,0.0,103434472,3,420000.0,383925.9343166453
Ridge Regression,0%,0.0,103805026,3,547000.0,584442.3920201663
Ridge Regression,0%,0.0,103610151,4,488000.0,688567.9160830377
Ridge Regression,0%,0.0,100751667,4,170000.0,188424.9811296964
Ridge Regression,0%,0.0,103805021,1,530000.0,525300.3031067449
Ridge Regression,0%,0.0,103694293,4,320000.0,378680.29779315833
Ridge Regression,0%,0.0,103509966,2,443000.0,394063.9973417869
Ridge Regression,0%,0.0,103804933,3,250000.0,200474.0901375246
Ridge Regression,0%,0.0,103648844,4,1500000.0,630072.1992820367
Ridge Regression,0%,0.0,102467837,1,700000.0,379994.3250498333
Ridge Regression,0%,0.0,103804857,5,480000.0,563395.4626537153
Ridge Regression,0%,0.0,101776501,4,688000.0,790169.6211815279
Ridge Regression,0%,0.0,101812252,5,300000.0,375599.00477439945
Ridge Regression,0%,0.0,101817399,4,1500000.0,1007646.8355703534
Ridge Regression,0%,0.0,100780015,1,780000.0,663574.2737910704
Ridge Regression,0%,0.0,101709396,4,950000.0,761936.414715927
Ridge Regression,0%,0.0,102990565,2,532000.0,553620.6083277802
Ridge Regression,0%,0.0,103804826,5,395000.0,565345.3227022297
Ridge Regression,0%,0.0,103804825,1,578000.0,526856.2774368514
Ridge Regression,0%,0.0,103493683,5,320000.0,389523.7559940609
Ridge Regression,0%,0.0,103465493,5,750000.0,676733.4983308925
Ridge Regression,0%,0.0,103126986,3,600000.0,568454.5317312685
Ridge Regression,0%,0.0,101186465,1,575000.0,374306.280959413
Ridge Regression,0%,0.0,100503785,5,495000.0,382022.166910651
Ridge Regression,0%,0.0,100338053,5,715000.0,431150.8892027266
Ridge Regression,0%,0.0,83622800,2,500000.0,227503.4272177382
Ridge Regression,0%,0.0,103249540,2,299900.0,195494.42617718264
Ridge Regression,0%,0.0,103804692,4,270000.0,245631.36436284255
Ridge Regression,0%,0.0,100369189,4,510000.0,412251.3690890576
Ridge Regression,0%,0.0,102754019,3,65000.0,215533.2826688646
Ridge Regression,0%,0.0,96323999,3,930000.0,939931.2672638276
Ridge Regression,0%,0.0,96324225,2,1030000.0,1084455.1447857055
Ridge Regression,0%,0.0,95783518,1,470000.0,609746.8645034124
Ridge Regression,0%,0.0,102352239,4,2680000.0,1478250.983778033
Ridge Regression,0%,0.0,96433542,2,220000.0,310425.5096238827
Ridge Regression,0%,0.0,103804595,1,225000.0,208168.8361400432
Ridge Regression,0%,0.0,103804591,4,368000.0,284509.1663891244
Ridge Regression,0%,0.0,103804585,3,550000.0,644041.100120027
Ridge Regression,0%,0.0,103804652,1,320000.0,267002.485024606
Ridge Regression,0%,0.0,103791585,2,268000.0,269307.71481868887
Ridge Regression,0%,0.0,103739574,3,330000.0,301399.17508154834
Ridge Regression,0%,0.0,103644888,2,275000.0,247408.03605052183
Ridge Regression,0%,0.0,103612129,3,300000.0,312807.71488940244
Ridge Regression,0%,0.0,103558767,2,266000.0,247343.92621286475
Ridge Regression,0%,0.0,102514324,2,230000.0,255673.4654022984
Ridge Regression,0%,0.0,103169491,5,168000.0,138619.01118256856
Ridge Regression,0%,0.0,103804567,3,300000.0,381810.90535367245
Ridge Regression,0%,0.0,103804632,3,355000.0,399978.9094425426
Ridge Regression,0%,0.0,103224951,4,185000.0,230562.01768892808
Ridge Regression,0%,0.0,103804617,4,550000.0,640038.8013853731
Ridge Regression,0%,0.0,102462695,3,430000.0,501182.6982524116
Ridge Regression,0%,0.0,103804483,2,390000.0,356264.0243031371
Ridge Regression,0%,0.0,103804560,4,140000.0,174467.14588407346
Ridge Regression,0%,0.0,103804467,2,386000.0,309567.8926264469
Ridge Regression,0%,0.0,103804464,2,245000.0,304989.1151901896
Ridge Regression,0%,0.0,103804443,4,394000.0,395287.2357035886
Ridge Regression,0%,0.0,102900811,5,380000.0,503171.6864662046
Ridge Regression,0%,0.0,101602939,4,930000.0,1101993.772088854
Ridge Regression,0%,0.0,102493387,1,295000.0,256380.97393808173
Ridge Regression,0%,0.0,103804549,5,488000.0,410483.6942960835
Ridge Regression,0%,0.0,103804544,1,530000.0,542339.8761654749
Ridge Regression,0%,0.0,103804540,1,200500.0,226746.69825906868
Ridge Regression,0%,0.0,102917391,1,335000.0,346893.6018694377
Ridge Regression,0%,0.0,102900939,4,350000.0,352721.5230106109
Ridge Regression,0%,0.0,102886250,3,370000.0,377631.9137811636
Ridge Regression,0%,0.0,102885651,5,135000.0,132874.15095487505
Ridge Regression,0%,0.0,102464027,5,645000.0,677095.9234827292
Ridge Regression,0%,0.0,103804534,5,200200.0,216399.5620006432
Ridge Regression,0%,0.0,103278649,1,485000.0,511262.2148291702
Ridge Regression,0%,0.0,96102884,5,350000.0,378817.0367419184
Ridge Regression,0%,0.0,103804489,1,200000.0,227628.04510964837
Ridge Regression,0%,0.0,101443504,3,505000.0,402651.30502129
Ridge Regression,0%,0.0,102462863,2,468000.0,482103.4018958268
Ridge Regression,0%,0.0,103402067,1,280000.0,362979.5459946235
Ridge Regression,0%,0.0,99617847,3,250000.0,319289.4516266779
Ridge Regression,0%,0.0,102271412,5,360000.0,383940.2630776394
Ridge Regression,0%,0.0,103804319,1,390000.0,390774.848806792
Ridge Regression,0%,0.0,103804318,4,324000.0,326049.90432877565
Ridge Regression,0%,0.0,103804387,2,325000.0,312437.0144232181
Ridge Regression,0%,0.0,103804295,3,365000.0,439219.8951163423
Ridge Regression,0%,0.0,103804357,4,229999.0,306031.32112641085
Ridge Regression,0%,0.0,103804345,3,360000.0,387206.3813185954
Ridge Regression,0%,0.0,102156206,1,355000.0,412721.154780218
Ridge Regression,0%,0.0,103804258,5,340000.0,320227.46486753394
Ridge Regression,0%,0.0,103804237,3,489000.0,499622.6561272868
Ridge Regression,0%,0.0,102624302,1,99000.0,161622.43369367454
Ridge Regression,0%,0.0,102967909,2,175000.0,218030.78835075867
Ridge Regression,0%,0.0,103580930,1,380790.0,376969.1716909325
Ridge Regression,0%,0.0,102799732,1,170000.0,200652.4494939824
Ridge Regression,0%,0.0,102862641,4,295000.0,300847.3380650509
Ridge Regression,0%,0.0,103804124,2,499000.0,466662.2279219384
Ridge Regression,0%,0.0,103644314,4,610000.0,457444.5745883552
Ridge Regression,0%,0.0,103804112,2,1059888.0,1077634.602935579
Ridge Regression,0%,0.0,103804107,1,549000.0,639824.6079482608
Ridge Regression,0%,0.0,103804101,5,285000.0,256412.00858352103
Ridge Regression,0%,0.0,103804090,3,456000.0,446209.4693446884
Ridge Regression,0%,0.0,103804083,2,520000.0,610747.1775129464
Ridge Regression,0%,0.0,103804213,2,400000.0,431477.4445796316
Ridge Regression,0%,0.0,96434057,2,1480000.0,1128702.365927722
Ridge Regression,0%,0.0,103804189,5,1450000.0,1065490.1775855494
Ridge Regression,0%,0.0,103804025,4,379000.0,257305.1320817645
Ridge Regression,0%,0.0,103804022,1,1338000.0,1367067.5337179953
Ridge Regression,0%,0.0,103804173,4,360000.0,319190.2189588089
Ridge Regression,0%,0.0,103655077,2,380000.0,354936.78655467683
Ridge Regression,0%,0.0,103655467,3,210000.0,236057.53560634016
Ridge Regression,0%,0.0,101555323,4,520000.0,632390.8354787396
Ridge Regression,0%,0.0,103804159,3,772090.0,622711.7831335745
Ridge Regression,0%,0.0,90290816,4,950000.0,1112533.278743
Ridge Regression,0%,0.0,103312515,3,515000.0,570118.699914306
Ridge Regression,0%,0.0,102775997,4,408000.0,492590.1828746491
Ridge Regression,0%,0.0,103804145,5,620000.0,614582.5839170358
Ridge Regression,0%,0.0,103804135,2,300000.0,366517.9014651778
Ridge Regression,0%,0.0,103804132,4,380000.0,424096.9787087715
Ridge Regression,0%,0.0,102851956,5,259999.0,308988.9020288209
Ridge Regression,0%,0.0,103372239,2,240000.0,332946.8934043001
Ridge Regression,0%,0.0,103532846,2,360000.0,377829.0222884616
Ridge Regression,0%,0.0,103804063,2,250000.0,230134.37464709568
Ridge Regression,0%,0.0,103496074,1,350000.0,303740.23345697176
Ridge Regression,0%,0.0,98991063,5,142000.0,157370.6710383395
Ridge Regression,0%,0.0,103125797,1,410000.0,483447.9568067864
Ridge Regression,0%,0.0,103125858,5,415000.0,472912.9988968147
Ridge Regression,0%,0.0,103784481,4,230000.0,291697.47801290004
Ridge Regression,0%,0.0,103804037,3,280000.0,269846.89366005163
Ridge Regression,0%,0.0,99300583,4,260000.0,272310.73194038065
Ridge Regression,0%,0.0,103803987,3,180000.0,192518.6822178262
Ridge Regression,0%,0.0,103803848,3,365000.0,436408.4558631595
Ridge Regression,0%,0.0,103803843,3,300000.0,245749.1841078032
Ridge Regression,0%,0.0,100329236,4,170000.0,199599.06936065055
Ridge Regression,0%,0.0,101547589,3,338000.0,279054.2905348612
Ridge Regression,0%,0.0,101538341,4,330000.0,297485.398627111
Ridge Regression,0%,0.0,103533247,2,366000.0,265568.24276131374
Ridge Regression,0%,0.0,102709083,3,338000.0,267197.4423077748
Ridge Regression,0%,0.0,103803972,1,394000.0,373225.7433771464
Ridge Regression,0%,0.0,103730519,2,399000.0,548754.9990108858
Ridge Regression,0%,0.0,103268614,2,209000.0,231186.9345115969
Ridge Regression,0%,0.0,103803960,3,288000.0,213639.3509535081
Ridge Regression,0%,0.0,103803959,3,450000.0,419955.2905373747
Ridge Regression,0%,0.0,103803955,2,450000.0,448261.5778493992
Ridge Regression,0%,0.0,102035044,1,1200000.0,930016.3004328064
Ridge Regression,0%,0.0,97263588,2,990000.0,928461.6957824624
Ridge Regression,0%,0.0,103803942,1,318000.0,270709.5187013076
Ridge Regression,0%,0.0,103803941,3,275000.0,235338.4400707897
Ridge Regression,0%,0.0,103803936,1,228000.0,247674.8784438585
Ridge Regression,0%,0.0,103803935,3,660000.0,530486.5645423024
Ridge Regression,0%,0.0,103803933,4,245000.0,271777.1141088688
Ridge Regression,0%,0.0,96241155,1,930000.0,919215.679007229
Ridge Regression,0%,0.0,95654067,5,388000.0,430098.3292883036
Ridge Regression,0%,0.0,103803919,1,270000.0,225173.39367806865
Ridge Regression,0%,0.0,103803819,1,330000.0,387484.191044016
Ridge Regression,0%,0.0,101655915,4,345000.0,256580.4131612707
Ridge Regression,0%,0.0,102776186,4,451000.0,539038.8539921382
Ridge Regression,0%,0.0,96660735,3,528000.0,503978.7904387006
Ridge Regression,0%,0.0,98359134,1,607000.0,459932.2465993155
Ridge Regression,0%,0.0,100180638,3,215000.0,250002.051246506
Ridge Regression,0%,0.0,102994144,3,680000.0,480693.2001570682
Ridge Regression,0%,0.0,102264994,1,520000.0,522690.6994916469
Ridge Regression,0%,0.0,102812723,2,298000.0,251721.80616671604
Ridge Regression,0%,0.0,103318297,1,395000.0,556140.9062308013
Ridge Regression,0%,0.0,103803795,2,530000.0,567309.2395767093
Ridge Regression,0%,0.0,103803788,4,480000.0,404852.9809886606
Ridge Regression,0%,0.0,103803620,5,470000.0,480115.70329756034
Ridge Regression,0%,0.0,103803600,3,770000.0,747941.4002628519
Ridge Regression,0%,0.0,103803776,4,470000.0,485807.1174248362
Ridge Regression,0%,0.0,103803747,4,99000.0,233645.4744170898
Ridge Regression,0%,0.0,103803736,4,328000.0,286936.369009914
Ridge Regression,0%,0.0,103803723,3,128000.0,90890.93776141644
Ridge Regression,0%,0.0,103803564,4,450000.0,376206.65343468735
Ridge Regression,0%,0.0,103803546,2,195000.0,186754.83549090728
Ridge Regression,0%,0.0,103803536,3,410000.0,378413.6240031828
Ridge Regression,0%,0.0,103774002,4,280000.0,256429.9163347681
Ridge Regression,0%,0.0,103803711,3,245000.0,314252.6257112402
Ridge Regression,0%,0.0,102162371,5,548000.0,666531.464504007
Ridge Regression,0%,0.0,100454337,1,420000.0,352157.40809022705
Ridge Regression,0%,0.0,103803693,4,318000.0,280403.2306798825
Ridge Regression,0%,0.0,103109120,3,200000.0,282593.01388596656
Ridge Regression,0%,0.0,103462482,2,450000.0,409346.4728602842
Ridge Regression,0%,0.0,103162725,3,299000.0,353701.17396062426
Ridge Regression,0%,0.0,102257653,2,319000.0,397712.5510325952
Ridge Regression,0%,0.0,103162722,4,320000.0,381890.10111257696
Ridge Regression,0%,0.0,102240958,1,210000.0,255616.68074971123
Ridge Regression,0%,0.0,101629542,2,270000.0,412369.6187680527
Ridge Regression,0%,0.0,100763945,1,258000.0,364586.800176573
Ridge Regression,0%,0.0,90406231,5,220000.0,252144.73606826423
Ridge Regression,0%,0.0,101798229,5,300000.0,304655.52929569123
Ridge Regression,0%,0.0,103803570,5,500000.0,479488.1743560801
Ridge Regression,0%,0.0,102622871,1,360000.0,303175.6780109356
Ridge Regression,0%,0.0,102642827,4,430000.0,521454.9405788925
Ridge Regression,0%,0.0,103803521,3,480000.0,558935.2266856465
Ridge Regression,0%,0.0,100929943,3,479000.0,550099.7435294262
Ridge Regression,0%,0.0,100303196,1,250000.0,246414.88282211556
Ridge Regression,0%,0.0,99305459,5,240000.0,233320.02604120324
Ridge Regression,0%,0.0,103803482,1,790000.0,913206.1360334264
Ridge Regression,0%,0.0,102776483,2,535000.0,592160.4700396853
Ridge Regression,0%,0.0,103803464,2,410000.0,443486.6255090807
Ridge Regression,0%,0.0,103803456,3,835000.0,811888.594856056
Ridge Regression,0%,0.0,103803437,5,350000.0,371768.1125351102
Ridge Regression,0%,0.0,103207867,1,199000.0,247817.1154581473
Ridge Regression,0%,0.0,103349480,3,596957.0,552681.6194272363
Ridge Regression,0%,0.0,93765460,5,355000.0,336255.0316378228
Ridge Regression,0%,0.0,103803423,2,800000.0,244767.1606786949
Ridge Regression,0%,0.0,102226188,2,315000.0,291083.7161240766
Ridge Regression,0%,0.0,98533078,3,165000.0,165698.69854095043
Ridge Regression,0%,0.0,103640552,2,400000.0,460701.3814163013
Ridge Regression,0%,0.0,103803277,5,220000.0,193356.0078061786
Ridge Regression,0%,0.0,103803252,2,229000.0,171747.74968168666
Ridge Regression,0%,0.0,103803250,3,358000.0,252840.56623013705
Ridge Regression,0%,0.0,103239470,2,175000.0,168045.5006522791
Ridge Regression,0%,0.0,102731169,1,500000.0,521675.66285432014
Ridge Regression,0%,0.0,103803090,4,350000.0,345207.65892928804
Ridge Regression,0%,0.0,103803067,3,270000.0,233768.1775670296
Ridge Regression,0%,0.0,103803062,1,410000.0,327389.5452258985
Ridge Regression,0%,0.0,103803221,2,1150000.0,710629.1359056667
Ridge Regression,0%,0.0,103695244,5,2080000.0,1552370.8557608586
Ridge Regression,0%,0.0,102288304,5,350000.0,318817.2512115505
Ridge Regression,0%,0.0,103273543,2,108000.0,165473.86631357868
Ridge Regression,0%,0.0,102383514,2,570000.0,505909.3140731756
Ridge Regression,0%,0.0,103803186,5,570000.0,470365.3889847323
Ridge Regression,0%,0.0,103803179,2,490000.0,484577.95591328753
Ridge Regression,0%,0.0,102865764,2,290000.0,389508.8934678593
Ridge Regression,0%,0.0,100430829,1,290000.0,405650.06950320746
Ridge Regression,0%,0.0,103802984,5,385000.0,476474.0558145055
Ridge Regression,0%,0.0,103802979,1,352000.0,429475.4524063481
Ridge Regression,0%,0.0,103802963,3,690000.0,521057.081744614
Ridge Regression,0%,0.0,103802960,3,1009000.0,868951.9266359581
Ridge Regression,0%,0.0,103802953,4,399000.0,445655.07259317214
Ridge Regression,0%,0.0,103802937,1,100000.0,169880.2770576216
Ridge Regression,0%,0.0,103802919,2,195000.0,205500.74237737464
Ridge Regression,0%,0.0,101749735,1,840000.0,875464.3057104247
Ridge Regression,0%,0.0,99710009,3,800000.0,841010.2794397922
Ridge Regression,0%,0.0,101827169,1,258000.0,343778.1134294165
Ridge Regression,0%,0.0,103609830,4,788000.0,177855.44292309225
Ridge Regression,0%,0.0,103803144,5,298000.0,260508.73890421743
Ridge Regression,0%,0.0,103803131,1,200000.0,273838.93847479386
Ridge Regression,0%,0.0,103326916,1,220000.0,183668.7603855593
Ridge Regression,0%,0.0,103704397,2,105000.0,136018.88207431248
Ridge Regression,0%,0.0,101856614,1,275000.0,275053.05762419384
Ridge Regression,0%,0.0,103632408,3,375000.0,419293.3791133563
Ridge Regression,0%,0.0,103803066,4,360000.0,329078.8459517684
Ridge Regression,0%,0.0,103803053,1,715000.0,368800.5175535759
Ridge Regression,0%,0.0,103462919,4,325000.0,355085.2683618144
Ridge Regression,0%,0.0,102562785,3,350000.0,403537.883306018
