Model,Candidate_ID,Parameters_JSON,CV_RMSE_RM,CV_MAE_RM,CV_R2,CV_Adjusted_R2,Candidate_Rank,Selected
Gradient Boosting,41,"{""learning_rate"": 0.03, ""loss"": ""huber"", ""max_depth"": 2, ""max_features"": 0.9, ""min_samples_leaf"": 1, ""min_samples_split"": 8, ""n_estimators"": 300, ""random_state"": 42, ""subsample"": 0.8}",133002.41001438338,66988.26865104614,0.8372581669288337,0.8358723929378072,45,False
Gradient Boosting,28,"{""learning_rate"": 0.1, ""loss"": ""squared_error"", ""max_depth"": 5, ""max_features"": ""sqrt"", ""min_samples_leaf"": 3, ""min_samples_split"": 4, ""n_estimators"": 300, ""random_state"": 42, ""subsample"": 1.0}",133281.57749690305,63406.22996245968,0.8365742709276148,0.8351826734474881,46,False
Gradient Boosting,45,"{""learning_rate"": 0.03, ""loss"": ""squared_error"", ""max_depth"": 3, ""max_features"": null, ""min_samples_leaf"": 3, ""min_samples_split"": 6, ""n_estimators"": 400, ""random_state"": 42, ""subsample"": 1.0}",133542.10374042572,66536.61737173681,0.8359347481287608,0.8345377050047906,47,False
Gradient Boosting,17,"{""learning_rate"": 0.1, ""loss"": ""squared_error"", ""max_depth"": 6, ""max_features"": 0.7, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 100, ""random_state"": 42, ""subsample"": 0.8}",133576.97449436825,63812.93254062033,0.8358490549156472,0.8344512820996016,48,False
Gradient Boosting,10,"{""learning_rate"": 0.05, ""loss"": ""huber"", ""max_depth"": 3, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 100, ""random_state"": 42, ""subsample"": 0.9}",133657.86535722335,68788.02791649848,0.8356501833340333,0.8342507170931309,49,False
Gradient Boosting,16,"{""learning_rate"": 0.1, ""loss"": ""squared_error"", ""max_depth"": 4, ""max_features"": 0.7, ""min_samples_leaf"": 1, ""min_samples_split"": 4, ""n_estimators"": 150, ""random_state"": 42, ""subsample"": 0.8}",133825.44973085515,65301.669259941205,0.8352377911743285,0.8338348133450519,50,False
Gradient Boosting,42,"{""learning_rate"": 0.1, ""loss"": ""squared_error"", ""max_depth"": 6, ""max_features"": 0.7, ""min_samples_leaf"": 2, ""min_samples_split"": 8, ""n_estimators"": 250, ""random_state"": 42, ""subsample"": 0.7}",133983.65782746708,63515.83629447211,0.834847997999626,0.8334417010161209,51,False
Gradient Boosting,3,"{""learning_rate"": 0.02, ""loss"": ""squared_error"", ""max_depth"": 2, ""max_features"": 0.9, ""min_samples_leaf"": 1, ""min_samples_split"": 8, ""n_estimators"": 400, ""random_state"": 42, ""subsample"": 0.7}",134942.10459892487,70032.2669361431,0.8324767302768292,0.8310502415511396,52,False
Gradient Boosting,43,"{""learning_rate"": 0.03, ""loss"": ""huber"", ""max_depth"": 2, ""max_features"": 0.7, ""min_samples_leaf"": 1, ""min_samples_split"": 6, ""n_estimators"": 200, ""random_state"": 42, ""subsample"": 1.0}",135401.08531345942,68457.88842681878,0.8313351931151081,0.8298989840091164,53,False
Gradient Boosting,22,"{""learning_rate"": 0.03, ""loss"": ""huber"", ""max_depth"": 3, ""max_features"": 0.9, ""min_samples_leaf"": 5, ""min_samples_split"": 4, ""n_estimators"": 100, ""random_state"": 42, ""subsample"": 0.9}",135753.76710654676,68257.79253734021,0.8304553999103295,0.8290116992177086,54,False
Gradient Boosting,57,"{""learning_rate"": 0.1, ""loss"": ""squared_error"", ""max_depth"": 4, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""min_samples_split"": 4, ""n_estimators"": 200, ""random_state"": 42, ""subsample"": 0.8}",136011.2615012827,66249.90159591932,0.829811613904717,0.8283624312663325,55,False
Gradient Boosting,11,"{""learning_rate"": 0.1, ""loss"": ""squared_error"", ""max_depth"": 5, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 400, ""random_state"": 42, ""subsample"": 0.8}",136253.6634420263,64271.703694297066,0.8292044471677017,0.8277500944027646,56,False
Gradient Boosting,26,"{""learning_rate"": 0.1, ""loss"": ""squared_error"", ""max_depth"": 4, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""min_samples_split"": 6, ""n_estimators"": 250, ""random_state"": 42, ""subsample"": 0.8}",137511.614437988,66581.59312799184,0.826036176542742,0.8245548454222971,57,False
Gradient Boosting,37,"{""learning_rate"": 0.02, ""loss"": ""huber"", ""max_depth"": 2, ""max_features"": 0.9, ""min_samples_leaf"": 5, ""min_samples_split"": 6, ""n_estimators"": 200, ""random_state"": 42, ""subsample"": 0.7}",139122.96078565562,70445.17233915582,0.8219353108965975,0.8204190602176968,58,False
Gradient Boosting,2,"{""learning_rate"": 0.03, ""loss"": ""squared_error"", ""max_depth"": 2, ""max_features"": 0.7, ""min_samples_leaf"": 1, ""min_samples_split"": 6, ""n_estimators"": 100, ""random_state"": 42, ""subsample"": 1.0}",139139.68844350622,74645.86998214394,0.8218924885724276,0.8203758732542578,59,False
Gradient Boosting,13,"{""learning_rate"": 0.02, ""loss"": ""squared_error"", ""max_depth"": 2, ""max_features"": 0.9, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 100, ""random_state"": 42, ""subsample"": 0.8}",145331.93897217352,79828.82122780745,0.8056867936594112,0.804032184132296,60,False
LightGBM + Position Features,2,"{""colsample_bytree"": 0.6, ""learning_rate"": 0.02, ""max_depth"": 10, ""min_child_samples"": 10, ""n_estimators"": 1200, ""n_jobs"": -1, ""num_leaves"": 95, ""objective"": ""regression"", ""random_state"": 42, ""reg_alpha"": 0.1, ""reg_lambda"": 5.0, ""subsample"": 0.9, ""subsample_freq"": 1, ""verbosity"": -1}",118903.83223288442,59696.6881969071,0.8699315734735507,0.8682983338137208,1,True
LightGBM + Position Features,11,"{""colsample_bytree"": 0.6, ""learning_rate"": 0.02, ""max_depth"": 12, ""min_child_samples"": 10, ""n_estimators"": 1500, ""n_jobs"": -1, ""num_leaves"": 63, ""objective"": ""regression"", ""random_state"": 42, ""reg_alpha"": 0.05, ""reg_lambda"": 5.0, ""subsample"": 0.8, ""subsample_freq"": 1, ""verbosity"": -1}",119712.51942985784,60111.21027938285,0.8681563176287327,0.8665007864848776,2,False
LightGBM + Position Features,54,"{""colsample_bytree"": 0.7, ""learning_rate"": 0.03, ""max_depth"": 8, ""min_child_samples"": 10, ""n_estimators"": 800, ""n_jobs"": -1, ""num_leaves"": 63, ""objective"": ""regression"", ""random_state"": 42, ""reg_alpha"": 0.05, ""reg_lambda"": 5.0, ""subsample"": 1.0, ""subsample_freq"": 0, ""verbosity"": -1}",119725.62080261718,60507.02385559247,0.8681274580281352,0.8664715645008368,3,False
LightGBM + Position Features,77,"{""colsample_bytree"": 0.7, ""learning_rate"": 0.03, ""max_depth"": 10, ""min_child_samples"": 10, ""n_estimators"": 2000, ""n_jobs"": -1, ""num_leaves"": 63, ""objective"": ""regression"", ""random_state"": 42, ""reg_alpha"": 0.1, ""reg_lambda"": 0.0, ""subsample"": 1.0, ""subsample_freq"": 0, ""verbosity"": -1}",119780.92469060102,60518.349033772276,0.8680056002561134,0.8663481765884771,4,False
LightGBM + Position Features,27,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.02, ""max_depth"": 10, ""min_child_samples"": 10, ""n_estimators"": 2000, ""n_jobs"": -1, ""num_leaves"": 31, ""objective"": ""regression"", ""random_state"": 42, ""reg_alpha"": 0.0, ""reg_lambda"": 5.0, ""subsample"": 0.8, ""subsample_freq"": 1, ""verbosity"": -1}",119898.41949254982,60290.41200474026,0.8677465229075925,0.866085846064594,5,False
LightGBM + Position Features,46,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.01, ""max_depth"": -1, ""min_child_samples"": 10, ""n_estimators"": 800, ""n_jobs"": -1, ""num_leaves"": 95, ""objective"": ""regression"", ""random_state"": 42, ""reg_alpha"": 0.1, ""reg_lambda"": 0.0, ""subsample"": 0.9, ""subsample_freq"": 1, ""verbosity"": -1}",120223.58979543415,60497.77459183015,0.867028194524735,0.8653584977955505,6,False
LightGBM + Position Features,5,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.05, ""max_depth"": 12, ""min_child_samples"": 20, ""n_estimators"": 1000, ""n_jobs"": -1, ""num_leaves"": 95, ""objective"": ""regression"", ""random_state"": 42, ""reg_alpha"": 0.0, ""reg_lambda"": 2.0, ""subsample"": 0.9, ""subsample_freq"": 1, ""verbosity"": -1}",120684.46529090169,62146.35327206739,0.8660067492082933,0.8643242264225038,7,False
LightGBM + Position Features,45,"{""colsample_bytree"": 0.7, ""learning_rate"": 0.05, ""max_depth"": 10, ""min_child_samples"": 20, ""n_estimators"": 500, ""n_jobs"": -1, ""num_leaves"": 31, ""objective"": ""regression"", ""random_state"": 42, ""reg_alpha"": 0.1, ""reg_lambda"": 0.0, ""subsample"": 1.0, ""subsample_freq"": 0, ""verbosity"": -1}",120738.98804387786,61676.50882765029,0.865885651083961,0.8642016076965569,8,False
LightGBM + Position Features,71,"{""colsample_bytree"": 0.6, ""learning_rate"": 0.01, ""max_depth"": 12, ""min_child_samples"": 30, ""n_estimators"": 1500, ""n_jobs"": -1, ""num_leaves"": 31, ""objective"": ""regression"", ""random_state"": 42, ""reg_alpha"": 0.1, ""reg_lambda"": 1.0, ""subsample"": 0.7, ""subsample_freq"": 1, ""verbosity"": -1}",120978.79428778279,61056.39422815738,0.8653523784833534,0.8636616389131471,9,False
LightGBM + Position Features,60,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.03, ""max_depth"": 8, ""min_child_samples"": 10, ""n_estimators"": 500, ""n_jobs"": -1, ""num_leaves"": 95, ""objective"": ""regression"", ""random_state"": 42, ""reg_alpha"": 0.0, ""reg_lambda"": 5.0, ""subsample"": 0.7, ""subsample_freq"": 1, ""verbosity"": -1}",121020.37875884393,60645.04295450615,0.8652597967630866,0.8635678946652681,10,False
LightGBM + Position Features,39,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.01, ""max_depth"": 10, ""min_child_samples"": 20, ""n_estimators"": 800, ""n_jobs"": -1, ""num_leaves"": 47, ""objective"": ""regression"", ""random_state"": 42, ""reg_alpha"": 0.5, ""reg_lambda"": 0.0, ""subsample"": 0.9, ""subsample_freq"": 1, ""verbosity"": -1}",121230.98514254931,61207.17432395956,0.864790423935498,0.8630926280297989,11,False
LightGBM + Position Features,31,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.02, ""max_depth"": 12, ""min_child_samples"": 10, ""n_estimators"": 2000, ""n_jobs"": -1, ""num_leaves"": 47, ""objective"": ""regression"", ""random_state"": 42, ""reg_alpha"": 0.1, ""reg_lambda"": 2.0, ""subsample"": 0.7, ""subsample_freq"": 1, ""verbosity"": -1}",121318.88055271492,60942.2916019682,0.8645942924046671,0.8628940337199275,12,False
LightGBM + Position Features,47,"{""colsample_bytree"": 0.6, ""learning_rate"": 0.01, ""max_depth"": 12, ""min_child_samples"": 20, ""n_estimators"": 2000, ""n_jobs"": -1, ""num_leaves"": 47, ""objective"": ""regression"", ""random_state"": 42, ""reg_alpha"": 0.05, ""reg_lambda"": 0.5, ""subsample"": 0.8, ""subsample_freq"": 1, ""verbosity"": -1}",121582.69283717922,60634.382848362635,0.8640047629276661,0.8622971016553178,13,False
LightGBM + Position Features,22,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.01, ""max_depth"": 8, ""min_child_samples"": 30, ""n_estimators"": 1000, ""n_jobs"": -1, ""num_leaves"": 47, ""objective"": ""regression"", ""random_state"": 42, ""reg_alpha"": 0.0, ""reg_lambda"": 0.0, ""subsample"": 0.8, ""subsample_freq"": 1, ""verbosity"": -1}",122099.08835061654,61544.93791843595,0.8628470904640437,0.8611248925617755,14,False
LightGBM + Position Features,79,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.01, ""max_depth"": 10, ""min_child_samples"": 30, ""n_estimators"": 2000, ""n_jobs"": -1, ""num_leaves"": 15, ""objective"": ""regression"", ""random_state"": 42, ""reg_alpha"": 1.0, ""reg_lambda"": 1.0, ""subsample"": 1.0, ""subsample_freq"": 0, ""verbosity"": -1}",122144.54964504298,62352.49071203828,0.8627449388483983,0.8610214582515174,15,False
LightGBM + Position Features,44,"{""colsample_bytree"": 0.7, ""learning_rate"": 0.03, ""max_depth"": -1, ""min_child_samples"": 10, ""n_estimators"": 1500, ""n_jobs"": -1, ""num_leaves"": 15, ""objective"": ""regression"", ""random_state"": 42, ""reg_alpha"": 0.05, ""reg_lambda"": 2.0, ""subsample"": 1.0, ""subsample_freq"": 0, ""verbosity"": -1}",122206.64945339698,61446.170099785544,0.8626053390095529,0.8608801054892348,16,False
LightGBM + Position Features,36,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.03, ""max_depth"": 8, ""min_child_samples"": 10, ""n_estimators"": 1500, ""n_jobs"": -1, ""num_leaves"": 63, ""objective"": ""regression"", ""random_state"": 42, ""reg_alpha"": 0.5, ""reg_lambda"": 1.0, ""subsample"": 1.0, ""subsample_freq"": 0, ""verbosity"": -1}",122237.9813159751,61236.5505538845,0.8625348783185544,0.860808760039359,17,False
LightGBM + Position Features,57,"{""colsample_bytree"": 0.7, ""learning_rate"": 0.03, ""max_depth"": -1, ""min_child_samples"": 20, ""n_estimators"": 500, ""n_jobs"": -1, ""num_leaves"": 31, ""objective"": ""regression"", ""random_state"": 42, ""reg_alpha"": 0.5, ""reg_lambda"": 5.0, ""subsample"": 0.9, ""subsample_freq"": 1, ""verbosity"": -1}",122306.39825134097,61440.66095734037,0.8623809560395712,0.8606529049933141,18,False
LightGBM + Position Features,32,"{""colsample_bytree"": 0.6, ""learning_rate"": 0.03, ""max_depth"": 8, ""min_child_samples"": 20, ""n_estimators"": 1200, ""n_jobs"": -1, ""num_leaves"": 47, ""objective"": ""regression"", ""random_state"": 42, ""reg_alpha"": 0.5, ""reg_lambda"": 5.0, ""subsample"": 1.0, ""subsample_freq"": 0, ""verbosity"": -1}",122341.55750182374,61479.616524553036,0.8623018223560145,0.8605727776460846,19,False
LightGBM + Position Features,51,"{""colsample_bytree"": 0.7, ""learning_rate"": 0.03, ""max_depth"": 12, ""min_child_samples"": 30, ""n_estimators"": 800, ""n_jobs"": -1, ""num_leaves"": 47, ""objective"": ""regression"", ""random_state"": 42, ""reg_alpha"": 0.05, ""reg_lambda"": 0.0, ""subsample"": 1.0, ""subsample_freq"": 0, ""verbosity"": -1}",122412.26911632343,62173.971304547464,0.8621426013270433,0.8604115573148529,20,False
LightGBM + Position Features,56,"{""colsample_bytree"": 0.6, ""learning_rate"": 0.08, ""max_depth"": 8, ""min_child_samples"": 10, ""n_estimators"": 1000, ""n_jobs"": -1, ""num_leaves"": 47, ""objective"": ""regression"", ""random_state"": 42, ""reg_alpha"": 0.05, ""reg_lambda"": 5.0, ""subsample"": 0.7, ""subsample_freq"": 1, ""verbosity"": -1}",122559.79849575632,62546.419210419335,0.8618101138704296,0.86007489488884,21,False
LightGBM + Position Features,63,"{""colsample_bytree"": 0.7, ""learning_rate"": 0.05, ""max_depth"": 12, ""min_child_samples"": 20, ""n_estimators"": 2000, ""n_jobs"": -1, ""num_leaves"": 95, ""objective"": ""regression"", ""random_state"": 42, ""reg_alpha"": 1.0, ""reg_lambda"": 0.5, ""subsample"": 1.0, ""subsample_freq"": 0, ""verbosity"": -1}",122638.42058104642,62168.23711143311,0.8616327594357291,0.859895313454826,22,False
LightGBM + Position Features,40,"{""colsample_bytree"": 0.6, ""learning_rate"": 0.03, ""max_depth"": -1, ""min_child_samples"": 30, ""n_estimators"": 800, ""n_jobs"": -1, ""num_leaves"": 47, ""objective"": ""regression"", ""random_state"": 42, ""reg_alpha"": 0.05, ""reg_lambda"": 1.0, ""subsample"": 0.9, ""subsample_freq"": 1, ""verbosity"": -1}",122674.92945887879,61941.86309270923,0.8615503646269669,0.8598118840331831,23,False
LightGBM + Position Features,8,"{""colsample_bytree"": 0.6, ""learning_rate"": 0.02, ""max_depth"": 8, ""min_child_samples"": 20, ""n_estimators"": 1500, ""n_jobs"": -1, ""num_leaves"": 47, ""objective"": ""regression"", ""random_state"": 42, ""reg_alpha"": 0.5, ""reg_lambda"": 1.0, ""subsample"": 0.7, ""subsample_freq"": 1, ""verbosity"": -1}",122715.59693373629,61392.43340491225,0.861458555642921,0.859718922224598,24,False
LightGBM + Position Features,1,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.03, ""max_depth"": -1, ""min_child_samples"": 20, ""n_estimators"": 1000, ""n_jobs"": -1, ""num_leaves"": 31, ""objective"": ""regression"", ""random_state"": 42, ""reg_alpha"": 0.1, ""reg_lambda"": 1.0, ""subsample"": 0.8, ""subsample_freq"": 1, ""verbosity"": -1}",122730.61964179797,61914.61545985387,0.8614246333849803,0.8596845740125769,25,False
LightGBM + Position Features,59,"{""colsample_bytree"": 0.7, ""learning_rate"": 0.02, ""max_depth"": 8, ""min_child_samples"": 40, ""n_estimators"": 500, ""n_jobs"": -1, ""num_leaves"": 95, ""objective"": ""regression"", ""random_state"": 42, ""reg_alpha"": 1.0, ""reg_lambda"": 2.0, ""subsample"": 0.7, ""subsample_freq"": 1, ""verbosity"": -1}",122817.65579874093,62448.251883339864,0.8612280183262329,0.8594854901032387,26,False
LightGBM + Position Features,49,"{""colsample_bytree"": 0.6, ""learning_rate"": 0.02, ""max_depth"": -1, ""min_child_samples"": 40, ""n_estimators"": 800, ""n_jobs"": -1, ""num_leaves"": 31, ""objective"": ""regression"", ""random_state"": 42, ""reg_alpha"": 0.1, ""reg_lambda"": 2.0, ""subsample"": 0.9, ""subsample_freq"": 1, ""verbosity"": -1}",122850.40855987387,61998.49231979341,0.861153993600946,0.8594105358663066,27,False
LightGBM + Position Features,75,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.03, ""max_depth"": -1, ""min_child_samples"": 30, ""n_estimators"": 800, ""n_jobs"": -1, ""num_leaves"": 31, ""objective"": ""regression"", ""random_state"": 42, ""reg_alpha"": 0.0, ""reg_lambda"": 0.5, ""subsample"": 0.9, ""subsample_freq"": 1, ""verbosity"": -1}",122929.369974773,61781.275607373114,0.860975451248441,0.859229751598074,28,False
LightGBM + Position Features,30,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.03, ""max_depth"": -1, ""min_child_samples"": 40, ""n_estimators"": 500, ""n_jobs"": -1, ""num_leaves"": 63, ""objective"": ""regression"", ""random_state"": 42, ""reg_alpha"": 0.5, ""reg_lambda"": 2.0, ""subsample"": 0.7, ""subsample_freq"": 1, ""verbosity"": -1}",122975.16469472248,62286.19839235032,0.8608718506825823,0.8591248501434643,29,False
LightGBM + Position Features,78,"{""colsample_bytree"": 0.6, ""learning_rate"": 0.05, ""max_depth"": 8, ""min_child_samples"": 10, ""n_estimators"": 1200, ""n_jobs"": -1, ""num_leaves"": 15, ""objective"": ""regression"", ""random_state"": 42, ""reg_alpha"": 0.0, ""reg_lambda"": 1.0, ""subsample"": 0.7, ""subsample_freq"": 1, ""verbosity"": -1}",122993.03997224855,62010.62449401184,0.8608314012953457,0.8590838928424687,30,False
LightGBM + Position Features,48,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.01, ""max_depth"": 10, ""min_child_samples"": 30, ""n_estimators"": 2000, ""n_jobs"": -1, ""num_leaves"": 15, ""objective"": ""regression"", ""random_state"": 42, ""reg_alpha"": 0.1, ""reg_lambda"": 5.0, ""subsample"": 0.8, ""subsample_freq"": 1, ""verbosity"": -1}",123010.36509896432,62335.91592550582,0.8607921912160453,0.8590441904111172,31,False
LightGBM + Position Features,37,"{""colsample_bytree"": 0.7, ""learning_rate"": 0.02, ""max_depth"": 8, ""min_child_samples"": 30, ""n_estimators"": 500, ""n_jobs"": -1, ""num_leaves"": 47, ""objective"": ""regression"", ""random_state"": 42, ""reg_alpha"": 0.05, ""reg_lambda"": 2.0, ""subsample"": 0.7, ""subsample_freq"": 1, ""verbosity"": -1}",123047.64968482076,61965.799431897394,0.8607077903269308,0.8589587297192273,32,False
LightGBM + Position Features,18,"{""colsample_bytree"": 0.6, ""learning_rate"": 0.05, ""max_depth"": 10, ""min_child_samples"": 30, ""n_estimators"": 1500, ""n_jobs"": -1, ""num_leaves"": 31, ""objective"": ""regression"", ""random_state"": 42, ""reg_alpha"": 0.5, ""reg_lambda"": 0.5, ""subsample"": 1.0, ""subsample_freq"": 0, ""verbosity"": -1}",123085.69020847263,63284.25863373736,0.8606216518647722,0.8588715096359836,33,False
LightGBM + Position Features,33,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.05, ""max_depth"": 10, ""min_child_samples"": 10, ""n_estimators"": 1000, ""n_jobs"": -1, ""num_leaves"": 15, ""objective"": ""regression"", ""random_state"": 42, ""reg_alpha"": 0.05, ""reg_lambda"": 0.5, ""subsample"": 0.8, ""subsample_freq"": 1, ""verbosity"": -1}",123175.59742943234,61763.372500185535,0.8604179613047548,0.8586652613799146,34,False
LightGBM + Position Features,61,"{""colsample_bytree"": 0.7, ""learning_rate"": 0.02, ""max_depth"": 6, ""min_child_samples"": 30, ""n_estimators"": 1500, ""n_jobs"": -1, ""num_leaves"": 47, ""objective"": ""regression"", ""random_state"": 42, ""reg_alpha"": 0.1, ""reg_lambda"": 2.0, ""subsample"": 0.9, ""subsample_freq"": 1, ""verbosity"": -1}",123179.26307606825,62116.92863357392,0.8604096533922363,0.8586568491468276,35,False
LightGBM + Position Features,6,"{""colsample_bytree"": 0.6, ""learning_rate"": 0.05, ""max_depth"": 8, ""min_child_samples"": 20, ""n_estimators"": 1000, ""n_jobs"": -1, ""num_leaves"": 31, ""objective"": ""regression"", ""random_state"": 42, ""reg_alpha"": 0.5, ""reg_lambda"": 5.0, ""subsample"": 0.9, ""subsample_freq"": 1, ""verbosity"": -1}",123208.1311423165,61685.41717461095,0.8603442174500201,0.8585905915403623,36,False
LightGBM + Position Features,76,"{""colsample_bytree"": 0.7, ""learning_rate"": 0.08, ""max_depth"": -1, ""min_child_samples"": 20, ""n_estimators"": 800, ""n_jobs"": -1, ""num_leaves"": 63, ""objective"": ""regression"", ""random_state"": 42, ""reg_alpha"": 0.1, ""reg_lambda"": 0.0, ""subsample"": 1.0, ""subsample_freq"": 0, ""verbosity"": -1}",123268.15588510083,62731.949424336344,0.8602081088292335,0.8584527738345699,37,False
LightGBM + Position Features,19,"{""colsample_bytree"": 0.6, ""learning_rate"": 0.01, ""max_depth"": 8, ""min_child_samples"": 40, ""n_estimators"": 1500, ""n_jobs"": -1, ""num_leaves"": 15, ""objective"": ""regression"", ""random_state"": 42, ""reg_alpha"": 1.0, ""reg_lambda"": 1.0, ""subsample"": 0.9, ""subsample_freq"": 1, ""verbosity"": -1}",123356.64198203015,62761.1707548542,0.8600073419982858,0.8582494860201718,38,False
LightGBM + Position Features,13,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.01, ""max_depth"": 12, ""min_child_samples"": 40, ""n_estimators"": 1000, ""n_jobs"": -1, ""num_leaves"": 15, ""objective"": ""regression"", ""random_state"": 42, ""reg_alpha"": 0.0, ""reg_lambda"": 0.5, ""subsample"": 0.9, ""subsample_freq"": 1, ""verbosity"": -1}",123563.27150860231,63309.57865418516,0.8595379575685346,0.8577742076368544,39,False
LightGBM + Position Features,14,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.01, ""max_depth"": -1, ""min_child_samples"": 40, ""n_estimators"": 1500, ""n_jobs"": -1, ""num_leaves"": 15, ""objective"": ""regression"", ""random_state"": 42, ""reg_alpha"": 0.5, ""reg_lambda"": 2.0, ""subsample"": 0.9, ""subsample_freq"": 1, ""verbosity"": -1}",123630.39208733321,62920.32702437212,0.8593853158633256,0.8576196492444573,40,False
LightGBM + Position Features,55,"{""colsample_bytree"": 0.6, ""learning_rate"": 0.05, ""max_depth"": 10, ""min_child_samples"": 20, ""n_estimators"": 800, ""n_jobs"": -1, ""num_leaves"": 15, ""objective"": ""regression"", ""random_state"": 42, ""reg_alpha"": 0.05, ""reg_lambda"": 5.0, ""subsample"": 0.9, ""subsample_freq"": 1, ""verbosity"": -1}",123707.17985295382,61939.14718677191,0.8592105879436573,0.8574427273060277,41,False
LightGBM + Position Features,80,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.02, ""max_depth"": 12, ""min_child_samples"": 40, ""n_estimators"": 2000, ""n_jobs"": -1, ""num_leaves"": 95, ""objective"": ""regression"", ""random_state"": 42, ""reg_alpha"": 0.1, ""reg_lambda"": 0.0, ""subsample"": 0.9, ""subsample_freq"": 1, ""verbosity"": -1}",123813.45560151053,62811.40527604784,0.8589685821482139,0.8571976826988327,42,False
LightGBM + Position Features,17,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.02, ""max_depth"": 8, ""min_child_samples"": 40, ""n_estimators"": 800, ""n_jobs"": -1, ""num_leaves"": 95, ""objective"": ""regression"", ""random_state"": 42, ""reg_alpha"": 0.0, ""reg_lambda"": 1.0, ""subsample"": 1.0, ""subsample_freq"": 0, ""verbosity"": -1}",123828.04144634715,63016.79631432074,0.8589353517770235,0.8571640350614265,43,False
LightGBM + Position Features,43,"{""colsample_bytree"": 0.7, ""learning_rate"": 0.05, ""max_depth"": 10, ""min_child_samples"": 40, ""n_estimators"": 800, ""n_jobs"": -1, ""num_leaves"": 63, ""objective"": ""regression"", ""random_state"": 42, ""reg_alpha"": 0.0, ""reg_lambda"": 1.0, ""subsample"": 1.0, ""subsample_freq"": 0, ""verbosity"": -1}",123828.08539809682,63080.71693303987,0.8589352516375215,0.8571639336644954,44,False
LightGBM + Position Features,34,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.08, ""max_depth"": 10, ""min_child_samples"": 10, ""n_estimators"": 500, ""n_jobs"": -1, ""num_leaves"": 95, ""objective"": ""regression"", ""random_state"": 42, ""reg_alpha"": 1.0, ""reg_lambda"": 0.5, ""subsample"": 0.8, ""subsample_freq"": 1, ""verbosity"": -1}",123872.66769050255,62145.3485036155,0.8588336572057934,0.8570610635345864,45,False
LightGBM + Position Features,28,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.01, ""max_depth"": 8, ""min_child_samples"": 40, ""n_estimators"": 2000, ""n_jobs"": -1, ""num_leaves"": 47, ""objective"": ""regression"", ""random_state"": 42, ""reg_alpha"": 0.1, ""reg_lambda"": 0.0, ""subsample"": 1.0, ""subsample_freq"": 0, ""verbosity"": -1}",123932.28960659119,63016.73436602478,0.8586977332198773,0.8569234327820825,46,False
LightGBM + Position Features,73,"{""colsample_bytree"": 0.7, ""learning_rate"": 0.05, ""max_depth"": 10, ""min_child_samples"": 20, ""n_estimators"": 800, ""n_jobs"": -1, ""num_leaves"": 15, ""objective"": ""regression"", ""random_state"": 42, ""reg_alpha"": 0.05, ""reg_lambda"": 1.0, ""subsample"": 1.0, ""subsample_freq"": 0, ""verbosity"": -1}",123935.44666923721,61859.72340459097,0.8586905340340691,0.856916143197735,47,False
LightGBM + Position Features,23,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.05, ""max_depth"": 6, ""min_child_samples"": 20, ""n_estimators"": 1500, ""n_jobs"": -1, ""num_leaves"": 95, ""objective"": ""regression"", ""random_state"": 42, ""reg_alpha"": 0.1, ""reg_lambda"": 2.0, ""subsample"": 1.0, ""subsample_freq"": 0, ""verbosity"": -1}",123943.477191299,63103.77055386425,0.858672220862505,0.8568976000718392,48,False
